RSI_W,SMA_W,Buy,Sell,Hold,Pos,Ret,MDD,WR,Trades
3,30,22,70,10,7,-23.791105578299554,-67.79733626322222,58.456742010911924,2566
3,30,22,70,10,10,-38.88652845999937,-65.30031678820372,57.37797956867197,3524
3,30,22,70,15,3,17.12092428260046,-63.08133534948581,58.935361216730044,1052
3,30,22,70,15,5,62.99869706135068,-53.469937103048125,59.885386819484246,1745
3,30,22,70,15,7,-22.06811059999938,-68.76958406698405,59.11185588604943,2387
3,30,22,70,15,10,-35.08563980599945,-67.92644884696043,58.74466788543571,3282
3,30,22,70,20,3,119.77693742365064,-59.462967006700474,59.57240038872692,1029
3,30,22,70,20,5,99.11503480095082,-47.44202792016819,60.86956521739131,1702
3,30,22,70,20,7,-17.572697001299474,-61.99435166704815,59.6635030198447,2318
3,30,22,70,20,10,-26.938019083349673,-61.56281005513933,59.03990024937655,3208
3,30,22,70,25,3,-24.471893109099717,-78.62946672926573,59.199999999999996,1000
3,30,22,70,25,5,66.92560850155074,-62.93736113113009,60.7565011820331,1692
3,30,22,70,25,7,-14.345197876999482,-64.40223916146354,59.92167101827677,2298
3,30,22,70,25,10,-18.527486146149563,-54.97849332188821,59.168241965973536,3174
3,30,22,70,30,3,-13.556547602199542,-72.74424629430362,59.3812375249501,1002
3,30,22,70,30,5,79.2444398885507,-61.09481979365853,60.92636579572447,1684
3,30,22,70,30,7,-16.11781013554947,-64.32849007702555,59.921328671328666,2288
3,30,22,70,30,10,-13.000018548599556,-53.16776497175213,59.299021155667816,3167
3,30,22,70,40,3,-7.713044437249539,-72.6103084115619,59.58083832335329,1002
3,30,22,70,40,5,73.32571015290073,-61.25619390453988,60.85663295657346,1681
3,30,22,70,40,7,-12.368676773049502,-62.744351808117514,59.9388379204893,2289
3,30,22,70,40,10,-16.302917876349454,-56.098028320397205,59.28503638089212,3161
3,30,22,72,10,3,-38.190995026399285,-82.7454050637157,58.36330935251799,1112
3,30,22,72,10,5,-32.58870911084959,-70.77791072169018,58.089453340695755,1811
3,30,22,72,10,7,-39.13810481199936,-75.01267507971593,57.11987127916331,2486
3,30,22,72,10,10,-39.599177370899575,-71.12379364045562,57.606490872210955,3451
3,30,22,72,15,3,-21.166318921849314,-70.59532492398947,59.601990049751244,1005
3,30,22,72,15,5,38.472105681200745,-56.167910215017095,60.474777448071215,1685
3,30,22,72,15,7,8.391606948900709,-56.90672557609287,59.56989247311828,2325
3,30,22,72,15,10,-32.735851522149474,-69.13252019232368,59.08806995627732,3202
3,30,22,72,20,3,94.10948571565069,-56.50025120850898,61.17886178861789,984
3,30,22,72,20,5,105.84979623490072,-48.6366890103451,61.55245603395998,1649
3,30,22,72,20,7,-22.379262217799468,-64.85568023702952,59.724689165186504,2252
3,30,22,72,20,10,-21.77837812909953,-61.98718639320128,59.41797249760153,3127
3,30,22,72,25,3,11.9169611553003,-57.9211435239092,60.77003121748179,961
3,30,22,72,25,5,81.45635404745096,-49.2976439658638,61.32425742574258,1616
3,30,22,72,25,7,9.567945005600498,-52.89708566185467,60.26785714285714,2240
3,30,22,72,25,10,-1.261420593549356,-57.11431076984428,59.800128949065126,3102
3,30,22,72,30,3,1.977772015750645,-57.88443624354538,60.729166666666664,960
3,30,22,72,30,5,89.47471993020058,-48.566919086311245,61.481020535158684,1607
3,30,22,72,30,7,-5.04521271349917,-58.02047625734588,60.05398110661269,2223
3,30,22,72,30,10,0.45956920320033845,-55.48921410213612,59.824902723735406,3084
3,30,22,72,40,3,11.107917438300552,-57.794679892666665,61.145833333333336,960
3,30,22,72,40,5,60.010180370900514,-49.48950892296063,61.356565028002485,1607
3,30,22,72,40,7,-10.23866735344936,-60.33317705757533,59.97292418772563,2216
3,30,22,72,40,10,-10.717393112749551,-60.39008554385866,59.687906371911566,3076
3,30,22,74,10,3,-43.202544992849454,-84.12851227750141,57.62081784386617,1076
3,30,22,74,10,5,-43.07371642064952,-71.27814105665752,58.33801235261089,1781
3,30,22,74,10,7,-52.72667885414953,-75.99358999822674,57.18390804597702,2436
3,30,22,74,10,10,-51.468157062599595,-74.66643737883317,56.758355516119494,3381
3,30,22,74,15,3,-7.560215660649416,-67.18671004237802,59.40695296523517,978
3,30,22,74,15,5,-3.0439698501492307,-64.78425177376602,60.06134969325153,1630
3,30,22,74,15,7,-13.062336518599537,-65.86313792917954,59.510022271714924,2245
3,30,22,74,15,10,-42.67442126214964,-69.97181919711238,58.49117174959871,3115
3,30,22,74,20,3,16.84481716310049,-66.84360023330689,60.295670538542765,947
3,30,22,74,20,5,9.100964625400643,-59.0722001918778,60.49461001902346,1577
3,30,22,74,20,7,-11.95004048219931,-64.89291819170698,60.04545454545455,2200
3,30,22,74,20,10,-54.471273341449525,-77.0408060143033,58.96164021164021,3024
3,30,22,74,25,3,-33.78010793019969,-72.83441149166798,58.97714907508161,919
3,30,22,74,25,5,63.47099080875071,-55.527419921612,61.043921069382556,1571
3,30,22,74,25,7,7.932301112900664,-55.96132477829374,60.69788797061524,2178
3,30,22,74,25,10,-37.094829973399534,-69.94597727107649,59.22948073701843,2985
3,30,22,74,30,3,-44.4748121667996,-74.19130888559489,59.30359085963003,919
3,30,22,74,30,5,40.89885106020073,-51.612584567130924,61.29238643634037,1563
3,30,22,74,30,7,0.4733829450504601,-57.765411592444224,60.62008329477094,2161
3,30,22,74,30,10,-36.29446043744948,-67.26628492922494,59.11546252532073,2962
3,30,22,74,40,3,-40.450419971949735,-72.31145600844287,59.630032644178456,919
3,30,22,74,40,5,38.465190253350734,-52.47287942994214,61.12892880051315,1559
3,30,22,74,40,7,-0.7330683516995173,-58.314374521391066,60.594795539033456,2152
3,30,22,74,40,10,-37.1626247049495,-68.16319254153936,59.20785375761679,2954
3,30,22,76,10,3,-21.182870307199543,-72.23305904480326,57.51196172248804,1045
3,30,22,76,10,5,-41.3256348783996,-73.68176117734193,57.67012687427913,1734
3,30,22,76,10,7,-64.15298830294951,-80.50258517054965,56.835443037974684,2370
3,30,22,76,10,10,-54.34393759474951,-74.93955950641312,57.00512202470623,3319
3,30,22,76,15,3,-36.91243582959962,-79.7216366155912,58.12964930924548,941
3,30,22,76,15,5,-27.44285265539954,-70.12513868917662,59.238095238095234,1575
3,30,22,76,15,7,-27.043644357899453,-74.11475191407904,58.888378502526415,2177
3,30,22,76,15,10,-36.97304343249941,-70.05267626211862,58.500493258796446,3041
3,30,22,76,20,3,-15.448961679399687,-81.68754732028162,59.33701657458563,905
3,30,22,76,20,5,-4.175739801349565,-65.29489462438137,59.61917268548916,1523
3,30,22,76,20,7,-29.46985659969946,-72.52297617961865,59.518186112423244,2117
3,30,22,76,20,10,-33.40904934969967,-73.7865016530493,59.50441276306857,2946
3,30,22,76,25,3,6.8158758916504025,-75.19083379839263,58.55039637599094,883
3,30,22,76,25,5,-36.8016746427496,-74.55679733705497,59.77011494252874,1479
3,30,22,76,25,7,-33.928434124449616,-75.29083208984694,59.65250965250966,2072
3,30,22,76,25,10,-33.81656327289962,-67.81964519967303,59.04365904365905,2886
3,30,22,76,30,3,-15.648228214599659,-74.15415819647703,58.54214123006833,878
3,30,22,76,30,5,-5.654431363649648,-64.22307985256343,60.37863421230561,1479
3,30,22,76,30,7,-23.140974377899592,-69.4742165691612,60.15511391177897,2063
3,30,22,76,30,10,-27.821590892549587,-64.3305718749382,59.2436974789916,2856
3,30,22,76,40,3,-40.55955811289967,-82.14670302925835,58.075601374570454,873
3,30,22,76,40,5,-22.96710863384963,-71.5087214444911,59.80861244019139,1463
3,30,22,76,40,7,-25.11418039759953,-69.92264682790173,60.23334953816237,2057
3,30,22,76,40,10,-29.917573579899514,-68.05544016159935,59.29172510518934,2852
3,30,22,78,10,3,-56.83467731064964,-83.55578959459645,55.7843137254902,1020
3,30,22,78,10,5,-53.54068690989961,-71.46015673702318,56.86274509803921,1683
3,30,22,78,10,7,-31.350604359599586,-66.17228508393383,56.57611039241052,2319
3,30,22,78,10,10,-30.373856045049486,-64.09111888883996,56.42768850432633,3236
3,30,22,78,15,3,54.04696247940075,-65.67445551110892,58.66957470010905,917
3,30,22,78,15,5,-14.49845505964953,-72.68126155796374,58.81578947368421,1520
3,30,22,78,15,7,-10.632168547349451,-62.659084049438555,58.396946564885496,2096
3,30,22,78,15,10,-30.93569561779964,-65.6772374510307,58.075484529071744,2941
3,30,22,78,20,3,32.28276844860045,-78.29894356535827,60.52332195676906,879
3,30,22,78,20,5,15.710089367700352,-65.84019399120706,58.86766712141883,1466
3,30,22,78,20,7,-41.475305302049534,-71.54046630790857,58.225324027916244,2006
3,30,22,78,20,10,-15.561308414549558,-63.50867553139904,58.773484579936195,2821
3,30,22,78,25,3,102.36826619155069,-70.02424368269871,60.78886310904872,862
3,30,22,78,25,5,16.34175507120057,-64.1897839770982,59.56399437412095,1422
3,30,22,78,25,7,-17.77986222179958,-68.55638503681249,59.550000000000004,2000
3,30,22,78,25,10,-11.118313549099778,-60.536912849814215,59.71223021582733,2780
3,30,22,78,30,3,68.40145544465062,-72.24525624792668,60.70175438596491,855
3,30,22,78,30,5,-3.2111942626495527,-65.59099287318709,59.13597733711048,1412
3,30,22,78,30,7,-23.650712373249373,-69.85902865330637,59.471813103098015,1969
3,30,22,78,30,10,-31.30361114084962,-66.46625517392964,59.18889294848374,2737
3,30,22,78,40,3,42.94676326640037,-81.75879581856722,60.68075117370893,852
3,30,22,78,40,5,-29.80535597409968,-74.64066659469626,59.46337926033357,1379
3,30,22,78,40,7,-28.1863872748495,-73.82703955771407,59.61145194274029,1956
3,30,22,78,40,10,-19.88777829474948,-64.04785818134381,59.06089508437271,2726
3,30,22,80,10,3,-64.75362680394952,-87.43519004501096,54.9949545913219,991
3,30,22,80,10,5,-49.79877226639954,-70.3067375459919,56.23100303951368,1645
3,30,22,80,10,7,-36.65689850914971,-66.38678303018149,55.94405594405595,2288
3,30,22,80,10,10,-26.590094214549442,-58.664995442056586,56.18540557469465,3193
3,30,22,80,15,3,-35.062713071299655,-78.57907548708309,57.25714285714286,875
3,30,22,80,15,5,65.87321855805047,-54.70660379403205,57.720836142953466,1483
3,30,22,80,15,7,31.116522985500673,-49.65660745728895,58.369723435225616,2061
3,30,22,80,15,10,-14.884776279849643,-57.026899118106954,57.73268019594122,2858
3,30,22,80,20,3,13.496341317100269,-75.73803713871843,58.55106888361045,842
3,30,22,80,20,5,26.4760093728005,-58.03762122463782,57.50889679715302,1405
3,30,22,80,20,7,-16.606645309499545,-63.9987816797594,58.10879511947128,1967
3,30,22,80,20,10,17.73458073150074,-56.608999400667706,59.516943042537854,2774
3,30,22,80,25,3,-22.85864315519953,-80.01644896648487,57.920792079207914,808
3,30,22,80,25,5,24.9005194116505,-61.63943564099451,58.43023255813954,1376
3,30,22,80,25,7,0.4995657414505139,-57.617927574352024,59.333333333333336,1950
3,30,22,80,25,10,-17.051249733299667,-64.2352550545703,59.53522685355958,2711
3,30,22,80,30,3,-32.44537902039981,-84.66152726246705,58.03237858032379,803
3,30,22,80,30,5,10.110480150600365,-59.38408207489657,58.31485587583148,1353
3,30,22,80,30,7,-21.028587751899497,-66.59719078688549,59.15712799167534,1922
3,30,22,80,30,10,-18.7429518885495,-63.43227561024924,59.30232558139535,2666
3,30,22,80,40,3,-35.154301557449664,-85.76217046735628,58.21831869510665,797
3,30,22,80,40,5,-18.111290475949538,-67.3962248919561,58.02098950524738,1334
3,30,22,80,40,7,-12.407670951949534,-65.2562761683956,59.54879328436517,1906
3,30,22,80,40,10,-20.379253052399637,-63.858729068959796,59.78915662650602,2656
3,30,24,70,10,3,-28.63696795629931,-81.0818938824301,57.60489510489511,1144
3,30,24,70,10,5,-44.330947433349536,-78.01606679824513,58.0074986609534,1867
3,30,24,70,10,7,-46.65115256669935,-73.87696339830133,57.708737864077676,2575
3,30,24,70,10,10,-37.75353733694943,-64.48194980581155,57.42407199100113,3556
3,30,24,70,15,3,32.635882684400606,-62.27186666287589,58.73465533522191,1059
3,30,24,70,15,5,15.526545894650813,-56.70399879402783,60.03450258769407,1739
3,30,24,70,15,7,-18.97904620334946,-71.41617442761381,58.9765100671141,2384
3,30,24,70,15,10,-31.99114915654939,-64.92403908777437,58.421211208195245,3319
3,30,24,70,20,3,172.00349992420064,-60.62875144406827,60.03861003861004,1036
3,30,24,70,20,5,73.63200440905038,-48.36915110640121,60.88992974238876,1708
3,30,24,70,20,7,-3.6338141303492777,-59.367442273024984,59.469858914065846,2339
3,30,24,70,20,10,-26.103827674749347,-60.05114743272581,59.09793018226753,3237
3,30,24,70,25,3,-6.765552151949638,-77.31038971789495,59.8019801980198,1010
3,30,24,70,25,5,40.2614105501506,-62.537934832204954,61.005917159763314,1690
3,30,24,70,25,7,-4.702623029899211,-62.19536828166656,59.47231833910035,2312
3,30,24,70,25,10,-16.478046042049467,-56.530976199927295,58.93358278765201,3207
3,30,24,70,30,3,4.731407251100483,-71.71041494271934,59.762140733399406,1009
3,30,24,70,30,5,37.07958387165058,-62.99286732567225,61.035098155859615,1681
3,30,24,70,30,7,-15.563059813299507,-58.97177871437557,59.44177932839075,2293
3,30,24,70,30,10,-18.571606506199466,-57.52169929942013,58.94143438772315,3193
3,30,24,70,40,3,11.773590777000509,-71.57732666035302,59.9603567888999,1009
3,30,24,70,40,5,34.49989678250036,-63.15408232063162,61.001788908765654,1677
3,30,24,70,40,7,1.5078671786005415,-57.241408695550824,59.608695652173914,2300
3,30,24,70,40,10,-12.150354024899556,-61.31537788670405,59.048215403882274,3194
3,30,24,72,10,3,-39.83655855819972,-79.36625759040385,57.747747747747745,1110
3,30,24,72,10,5,-37.200997127099185,-73.20398482595729,58.068057080131716,1822
3,30,24,72,10,7,-23.733242755699337,-70.67450078132849,57.16566866267465,2505
3,30,24,72,10,10,-26.912468834649562,-67.78267880565295,57.56616800920599,3476
3,30,24,72,15,3,-10.127411519449359,-68.94441607685509,59.82230997038499,1013
3,30,24,72,15,5,43.41909184490069,-59.09579554795605,60.02365464222353,1691
3,30,24,72,15,7,1.5080970848006414,-64.5309557058226,59.50946643717728,2324
3,30,24,72,15,10,-4.684767292299375,-62.932977142673174,59.00678593460826,3242
3,30,24,72,20,3,112.00970368025067,-57.362408836754966,61.79435483870967,992
3,30,24,72,20,5,145.68500933545073,-52.29377299234357,61.73285198555957,1662
3,30,24,72,20,7,0.6643123296007136,-59.09876897596848,60.19289785181938,2281
3,30,24,72,20,10,-16.581981248999554,-68.2080062612863,59.232233502538065,3152
3,30,24,72,25,3,21.113893093450507,-58.703231714219385,61.53050672182007,967
3,30,24,72,25,5,52.19788039085061,-49.124903587698334,61.68511685116851,1626
3,30,24,72,25,7,9.205059831700568,-56.18245428724079,60.13363028953229,2245
3,30,24,72,25,10,13.970129547100484,-53.58324000670305,59.51845906902087,3115
3,30,24,72,30,3,8.28587864965058,-59.36347416130132,61.34715025906736,965
3,30,24,72,30,5,47.96737667595068,-49.35642288952887,61.752004935225166,1621
3,30,24,72,30,7,-1.968709466249674,-58.0750720304455,60.134529147982065,2230
3,30,24,72,30,10,4.921128719300394,-55.27271592084219,59.503065505001615,3099
3,30,24,72,40,3,18.163390836550384,-59.275744711748835,61.76165803108808,965
3,30,24,72,40,5,49.36939796450055,-50.26183489202553,61.543209876543216,1620
3,30,24,72,40,7,-3.459052230949422,-58.718059360520456,60.17977528089887,2225
3,30,24,72,40,10,1.2967916927504763,-56.72468125276852,59.43762120232709,3094
3,30,24,74,10,3,-42.85111082479948,-80.29364880029318,58.01668211306765,1079
3,30,24,74,10,5,-31.099044496149364,-67.96290294430534,58.24482951369481,1789
3,30,24,74,10,7,-56.51318236799964,-77.7605192934847,56.96771557008582,2447
3,30,24,74,10,10,-42.83245201609959,-67.69911150637252,57.21407624633431,3410
