SMA,Buy,Sell,Hold,Return,MDD,WinRate,Trades
50,30,70,10,474.0958596877502,-53.498820832324,61.614730878186975,2824
30,5,60,40,473.8760842482005,-49.29929735491659,63.00180831826402,2765
150,20,50,15,473.47608123604965,-46.016717570151215,63.62053959965187,3447
50,20,75,30,472.8032219263001,-55.26780960273238,62.82649253731343,2144
20,10,80,15,472.65042351619985,-54.36858467623734,61.09738012852199,2023
50,25,60,10,472.27598845634986,-60.00405267075507,62.240148929568726,3223
20,30,80,50,472.25641120159975,-58.37414223308378,62.12896622313203,1954
50,35,75,20,472.09461588484993,-54.1342428658736,63.38967971530249,2248
20,20,60,30,472.04227970740016,-61.34834405330027,63.084112149532714,2996
30,10,80,40,471.73037849105003,-51.85324572606519,62.21024258760109,1855
150,25,60,15,471.68735884680046,-54.682068746222114,63.38960609069845,3021
150,20,55,50,471.6825268553502,-41.625478224864736,63.61934477379096,3205
50,20,70,10,471.61385694729995,-52.52531789150082,61.1352133044107,2766
150,10,75,30,471.4342976809997,-54.7680019555475,62.23506743737958,2076
120,25,75,20,470.9827091987001,-62.85852143466744,62.62024736601008,2183
50,20,65,50,470.7740570817497,-53.40933419950442,61.97077557137505,2669
60,35,50,7,470.00503120094885,-57.32747687800457,62.0963735717834,4026
60,25,75,15,469.9208341432997,-52.63443206575123,62.180874080484635,2311
150,5,80,10,469.7499330091502,-62.02512534984723,60.35024696901662,2227
20,35,80,30,469.6540942101,-60.11950944783321,62.225548902195605,2004
120,35,70,20,469.27196398495016,-51.02428570657758,62.62057877813505,2488
100,15,65,15,469.26120647884966,-53.71723004295078,62.15621562156216,2727
150,30,65,15,468.6618403316992,-56.72121971580224,63.065953654188945,2805
50,25,60,30,468.1425733792504,-58.41822795683371,62.11717709720372,3004
50,10,50,7,468.04226897644963,-51.24713869377224,62.24212812160695,3684
60,35,70,15,467.8378151782002,-56.497495563021836,62.495156915924056,2581
60,20,80,50,467.5850856532503,-51.09316195548143,62.21635883905014,1895
60,35,80,5,467.33202567390026,-58.10785326199702,53.72881355932203,3540
50,5,70,40,467.2028210527499,-53.88016845673468,62.5053809728799,2323
60,20,80,10,467.0474717129998,-48.790685370405676,59.89148580968281,2396
30,30,50,15,466.9933426365491,-52.45661627196465,62.95294753921038,3698
50,10,65,30,466.9150688061,-50.46970391292227,61.83500385505012,2594
150,25,65,50,466.7995292075503,-59.95487231234621,62.857142857142854,2695
200,5,80,20,466.638313238,-58.13774571785891,61.88172043010752,1860
150,25,65,30,466.57090958305025,-59.95726251096575,62.88888888888889,2700
150,20,50,50,466.15522703575004,-43.458836751128175,63.689604685212295,3415
100,15,75,30,465.9368949126501,-57.873139256079256,62.630085146641434,2114
20,25,80,10,465.7101682155509,-48.78240749730806,59.91769547325103,2430
150,25,70,5,465.5943491784506,-60.414503150463574,56.4165979664743,3639
50,35,80,20,465.28441086719965,-54.52225541169546,61.88094047023511,1999
20,35,55,40,464.6698932380002,-52.61185050137108,63.1578947368421,3458
200,15,60,10,464.6410662933502,-62.316386474202325,62.566489361702125,3008
150,20,65,50,464.60468625229953,-58.65221590914916,62.80898876404495,2670
150,20,65,30,464.0557981604495,-58.65336871608747,62.82722513089005,2674
150,20,65,40,463.77102386639973,-58.64908638105321,62.79940119760479,2672
200,35,65,30,463.6102145784005,-59.68808733983417,62.25925925925926,2700
100,30,55,30,463.59085809879923,-51.93646206956634,63.129333735302986,3317
120,35,70,40,463.5057045658502,-48.653541248346365,62.69324654190399,2458
120,35,70,50,463.5057045658502,-48.653541248346365,62.69324654190399,2458
20,25,55,10,463.1990976313989,-53.2557335902254,63.19209039548023,3540
30,30,80,10,462.9990322831994,-57.63440928467912,59.23172242874845,2421
30,10,50,30,462.9034689231495,-49.943291611112414,63.49110642146518,3317
50,20,55,7,462.7571793867492,-58.795170307456125,62.17827147114603,3691
150,25,65,40,462.2089891908499,-59.95337571521668,62.810530218761585,2697
50,20,75,40,462.02356273015005,-53.51035337127627,62.83435007038949,2131
50,35,70,40,461.99266844860017,-50.080741146692645,62.69744835965978,2469
200,15,75,50,461.7817287707502,-51.80748317109586,61.754726126999515,2063
150,15,55,30,461.4425040386995,-40.142129176601195,63.3968253968254,3150
120,5,70,30,461.28858378584965,-50.76919224693117,62.903920723825934,2321
30,5,55,15,461.2362898475002,-55.1778681433199,63.838120104438644,3064
30,25,50,20,461.11050736834994,-51.167637762665585,63.37950138504155,3610
200,5,65,10,461.01227161130083,-55.94947211497373,61.85909258576171,2711
200,30,65,30,460.9789196146003,-59.756471646795084,62.43484735666418,2686
100,15,60,7,460.90583215275,-51.631147251093836,61.78118549100561,3391
150,15,60,50,460.90282281405035,-47.582884181252055,63.37249481686248,2894
30,10,80,15,460.79876232454967,-41.923607416897966,60.526315789473685,2014
100,35,55,40,460.75796339484975,-52.08807980037229,63.12014345487149,3346
50,15,70,50,460.7323527380002,-54.3919589656679,61.98731501057082,2365
150,20,50,40,460.557222881299,-43.460235866480055,63.69221767115272,3418
30,5,60,20,460.54957569170017,-49.12381026573662,62.89511494252874,2784
150,15,60,40,460.38461734159944,-47.59116278565657,63.39779005524861,2896
50,5,70,30,460.2410397257999,-55.28970545142924,62.510711225364176,2334
100,10,65,30,459.39409630455066,-52.80669761633213,62.18070911170416,2623
20,20,75,10,459.1786150998993,-50.15707429485443,60.43528954527788,2573
50,10,65,20,458.8768436515001,-54.19782756054098,61.75680859225163,2607
50,35,50,50,458.87617221699963,-58.950593295387534,63.17957166392092,3642
20,30,55,10,458.6529187194496,-53.795554885713834,63.04830649639089,3602
150,10,75,50,458.51198543064993,-54.40650799704806,62.13733075435203,2068
50,15,60,20,458.3628623119501,-58.478790818333835,61.921097770154375,2915
100,35,50,20,458.33549596739925,-50.073077129982615,63.21488062187674,3602
150,15,60,30,458.2502648314004,-47.584852025631854,63.38854382332644,2898
50,30,55,50,458.08495921570085,-56.11286552618905,62.98816568047337,3380
120,10,80,20,457.64339488664933,-65.09949358948796,61.899791231732785,1916
120,10,80,15,457.62298110605013,-57.965060705283435,61.26795443288757,2019
30,10,50,40,457.27209697104956,-50.04579044984227,63.4963768115942,3312
100,10,55,20,457.2649952137493,-47.51278651348307,63.34394904458599,3140
100,10,60,30,457.2234238420501,-47.38993876857869,62.638888888888886,2880
20,30,80,10,457.18225060455035,-55.46984070457707,60.29351814105177,2453
50,10,55,10,456.45958740805054,-58.34288552350609,62.97872340425532,3290
100,35,55,50,456.44266869730023,-52.09452257939679,63.13584679832436,3342
50,10,75,30,456.26455559854986,-55.427989578953785,62.44645406949072,2101
120,15,75,20,456.2593528644492,-59.38012724338408,62.36007462686567,2144
150,10,75,40,456.2206360386496,-54.41202363433184,62.15563073948768,2069
20,35,60,50,456.1762143931997,-57.311351039497204,63.21508469159476,3129
30,20,80,20,456.1214656299495,-53.184577488932426,61.636178861788615,1968
200,35,70,15,455.7154405658496,-54.958642143048394,62.24247226624405,2524
20,10,60,50,455.46011538315014,-64.09574866086304,63.36039534062831,2833
200,30,70,15,455.4482579036495,-53.374521439267454,62.34543278819306,2507
150,10,60,10,455.03465141490045,-50.8534983731524,63.349917081260365,3015
50,25,75,10,454.9711966843007,-53.202168013245846,60.46783625730994,2565
20,20,55,15,454.88051205419964,-52.012639861499075,63.78687537627935,3322
100,15,60,15,453.97460764520036,-56.90965547174055,62.698145025295105,2965
20,25,75,10,453.90325001604987,-52.03775362847761,60.534351145038165,2620
50,30,70,40,453.88025910309995,-50.064541927365916,62.76508972267537,2452
50,5,70,20,453.7984778075,-53.774442716028894,62.547608971646206,2363
20,30,80,7,453.3234144501498,-62.75431598385425,57.08891177480261,2913
100,15,55,30,452.83245260275004,-45.27718202856999,63.11166875784191,3188
50,25,65,7,452.75378969440004,-52.97149654930284,60.185739964050335,3338
200,35,80,10,452.4845380982999,-57.69037226349843,59.93988836410477,2329
100,35,60,20,452.39833229055,-54.89872606784062,62.46324730480235,3061
50,15,60,40,452.23975986134957,-59.30635664913836,62.02138668506382,2899
50,20,60,40,452.0621774903998,-54.67893717080845,62.027027027027025,2960
50,10,65,50,451.85526696924984,-50.46875176495295,61.83854770181537,2589
20,30,60,50,451.6691155877998,-57.62115768148141,63.25476267355506,3097
50,20,60,15,451.5162787150503,-57.264062446358096,61.824212271973465,3015
50,20,70,15,451.1811777767999,-51.6061254017177,61.79730799683294,2526
100,30,50,40,450.97544558855054,-49.75909917059867,63.26013513513513,3552
30,10,60,7,450.9672574888499,-48.38364731037665,61.36021667168221,3323
100,5,80,15,450.5640492695998,-57.282186341532515,61.70426065162907,1995
50,5,80,30,450.23261711055005,-49.81080385443602,61.958874458874455,1848
30,35,60,40,450.12173252224994,-54.0748454065916,62.366288492706644,3085
100,15,55,50,450.08524946104995,-44.360243334244416,63.04211187932118,3182
120,35,65,20,450.0610721861499,-45.41040298742091,62.68495128112595,2771
150,5,65,30,449.86455735809966,-54.430145229613856,62.72976143918655,2557
20,30,60,40,449.8087450255495,-57.62115768148141,63.264649066323244,3106
150,15,65,30,449.76700965900045,-50.77550285244935,63.09208033345964,2639
150,15,65,50,449.7594146173501,-50.76553458040847,63.05007587253414,2636
120,25,65,20,449.37004966604945,-49.266587856621186,62.933236045238964,2741
30,35,60,50,449.2779769165499,-54.0748454065916,62.47563352826511,3078
150,15,65,40,449.2397208345999,-50.769907673270076,63.07808946171342,2638
30,35,60,30,449.08881251610023,-54.0748454065916,62.48382923673997,3092
120,15,80,20,448.81267798099975,-63.56357201428917,61.720762493560024,1941
20,35,50,7,448.8097786513988,-47.70820168937103,62.153621779290226,4114
100,30,80,5,448.23560442394984,-57.50821219252431,53.47901092581944,3478
100,30,55,40,447.7123931954509,-51.92824401967878,63.054633262903714,3313
60,35,75,50,447.64215738684976,-55.44138415832818,62.678324896456516,2173
200,20,70,15,447.3869201869503,-48.78313522211323,61.7635107679805,2461
120,15,70,40,447.37765955245015,-47.88223060997191,62.7906976744186,2408
120,15,70,50,447.37765955245015,-47.88223060997191,62.7906976744186,2408
60,35,75,30,447.1405174330499,-55.92293531018091,62.64894592117324,2182
30,10,60,10,446.8139849916505,-48.49639787001926,62.76178010471204,3056
100,10,50,7,446.66669882739967,-52.29557785920643,63.05646036916394,3684
50,15,65,40,446.64283194344955,-55.05312515761699,61.694009919877914,2621
20,10,55,30,446.2535743350006,-52.38040897613252,63.84491114701131,3095
20,25,60,15,446.1916674879502,-52.59283251199558,63.23717948717948,3120
150,35,75,10,445.8526504540502,-55.742378099730715,61.52931854199684,2524
30,30,55,20,445.7344605941997,-53.611152263908714,63.1855309218203,3428
60,10,50,10,445.41071125060057,-47.342061362508794,62.83900750144259,3466
30,15,80,3,445.3377442911495,-53.42356656463026,49.14689970869746,4806
50,20,70,50,445.30171149860047,-50.87025068431259,62.19917012448133,2410
30,20,70,30,445.03923630690014,-49.69675066463564,62.36207601144258,2447
50,25,50,10,444.6726815014993,-60.45907775832278,62.527233115468405,3672
200,15,60,20,444.5474340283002,-57.699871622292655,62.40760295670539,2841
20,30,80,30,444.4195874571002,-58.481604631003194,62.10207175341081,1979
200,20,75,40,444.2733479110001,-53.0671028682052,61.70825335892515,2084
50,10,75,40,444.1405757217,-55.10105158242453,62.24245328222329,2087
60,20,75,40,444.12079267104997,-56.382898344793006,62.28276186002818,2129
20,30,55,20,444.0487384476004,-53.23446769592176,63.30221703617269,3428
60,30,70,15,443.99649493424977,-54.392292109008,62.69933877868533,2571
50,35,70,50,443.6146968166003,-50.088342211622596,62.682333873581854,2468
150,30,80,7,443.0378675695505,-54.98917444210398,57.26587728740581,2787
150,25,60,50,442.97512829804975,-56.21570071737454,63.1578947368421,2964
150,25,60,30,442.9007381270498,-56.215079502209065,63.173854447439346,2968
30,25,70,40,442.77892677454986,-48.399025258833184,62.35294117647059,2465
150,35,80,7,442.7193903355497,-50.034474882336376,57.00465782873522,2791
150,25,60,40,442.59792928174926,-56.213478230685276,63.1490222521915,2966
120,20,80,20,442.28190204690014,-64.60365415275862,62.02854230377166,1962
30,25,50,15,442.19626504455,-52.44954253673547,63.31133113311331,3636
120,20,80,30,441.9310520475998,-60.85029219813221,62.054284193720065,1879
50,15,65,10,441.9140196158998,-59.60411008781817,61.43250688705234,2904
20,35,60,40,441.6227308919506,-57.311351039497204,63.224984066284264,3138
100,10,75,50,441.5574880860503,-60.07721417057282,62.66924564796905,2068
60,25,75,40,441.4846372098002,-57.08572876977972,62.54056560037089,2157
30,15,80,5,440.7841645793991,-55.42937347732008,53.54307556601,3401
150,15,50,10,440.60513338115055,-43.4045320072695,63.70412844036697,3488
100,10,55,40,440.02485544295,-46.4316348589897,63.267263427109974,3128
100,10,65,20,440.01742021575024,-56.02506128787681,61.946232487694054,2641
200,15,75,20,439.9195048857499,-53.17196841411656,61.943127962085306,2110
50,20,75,50,439.8093078155003,-53.51035337127627,62.7994363550963,2129
60,5,80,20,439.7624524688001,-49.93309887527789,61.754021795537106,1927
50,20,65,7,439.7311495385997,-48.60881997482183,60.22417449257801,3301
100,35,75,50,439.51908233470033,-52.05566431087429,63.13342631334263,2151
60,15,55,15,439.3976019003994,-54.675951124388476,62.83679157633942,3229
30,30,50,20,439.3522768914502,-51.09258132045411,62.99727520435967,3670
200,10,70,15,439.34588234915043,-52.22486782529043,61.96830692243537,2398
50,5,70,50,439.22444398980025,-53.88016845673468,62.489233419465975,2322
20,10,55,40,438.6808164808004,-52.38040897613252,63.83668178872327,3086
50,35,65,10,438.46570278005015,-58.33037604953836,62.23021582733813,3058
100,35,75,30,438.31317724045056,-52.75376714085426,63.172541743970314,2156
150,10,50,30,437.8839307733503,-41.90686037146838,63.67223065250379,3295
150,20,75,7,437.7302243313003,-56.47184362284139,58.371040723981906,2873
30,10,80,30,437.68543522929997,-50.48957612445212,62.098501070663815,1868
150,15,75,15,437.3325540460504,-51.520120977504014,62.12189616252821,2215
60,10,50,50,436.86057938870005,-50.047279004033776,63.07415190633443,3331
120,35,70,30,436.62191565310013,-48.50706449951763,62.6270841805612,2459
100,35,50,30,436.58252207865036,-49.54012706375319,63.19599109131403,3592
50,10,75,15,436.2884493796001,-47.61213928511968,61.8515205724508,2236
20,10,55,20,436.2744161302005,-52.38847025468818,63.85309278350515,3104
100,10,55,30,436.11442384754946,-46.43152852728156,63.31417624521073,3132
60,30,75,50,435.8709965115003,-55.0212714660961,62.655601659751035,2169
150,10,50,15,435.5620231316992,-41.72967516578303,63.734939759036145,3320
100,5,65,15,435.48849074270015,-55.604281620436154,61.99008768585589,2623
100,30,60,30,435.3905612697997,-52.01283049173483,62.475181998676376,3022
150,10,75,20,435.39028289374994,-58.64116584230422,61.96115585030791,2111
50,5,55,15,435.26568532899904,-53.08937213374195,62.746365105008074,3095
30,20,55,30,435.03320198090023,-46.42353305896263,63.838199513382,3288
60,5,80,40,434.4309858617,-48.75488551617422,62.20173535791758,1844
50,30,75,5,434.2653328454498,-57.304020461603336,55.205479452054796,3650
120,10,70,40,434.23777123945007,-49.154438915054996,62.93943244387972,2361
120,10,70,50,434.23777123945007,-49.154438915054996,62.93943244387972,2361
100,30,55,50,434.06193004694984,-51.92979147782398,63.02902055622733,3308
60,10,65,40,434.0219427394505,-54.552662154419764,61.57389635316699,2605
20,35,80,40,433.8873849180503,-60.02747326442541,62.209889001009074,1982
50,25,60,50,433.86059950724996,-58.420515633183065,62.19104876419506,2994
50,15,60,15,433.7809174198002,-61.62697911773347,61.76769387064003,2953
20,30,55,30,433.7783480215509,-53.23106785809977,63.271875914544914,3417
100,30,60,40,433.74429425704983,-52.01116887405435,62.48344370860928,3020
50,25,70,15,433.73297322124984,-53.23059746718607,61.962470680218914,2558
30,25,55,30,433.7093296316997,-53.04128616492507,63.4575260804769,3355
100,15,55,15,433.2359210622998,-47.113499085443905,63.10709838107098,3212
20,30,60,15,432.9101150555499,-58.8304542258943,63.25757575757576,3168
30,15,70,50,432.85467179765,-49.35441063664343,62.20833333333333,2400
100,30,50,50,432.81422567935107,-49.76010882998494,63.23653791936849,3547
100,15,55,7,432.5109506925499,-51.952490686621424,62.97222222222222,3600
30,5,60,50,432.5049552880504,-50.410177632110596,63.0072463768116,2760
200,20,75,50,432.07544224190013,-53.07294902291873,61.653051417587704,2081
20,5,80,30,431.8905818270499,-61.03744225232289,61.55943293347873,1834
100,10,55,50,431.5972182004997,-46.43113100272833,63.24376199616123,3126
60,30,75,30,431.0765953801997,-56.53181798928121,62.65502985760221,2177
20,15,80,10,430.56732313440034,-49.50781139094815,59.53191489361702,2350
20,15,60,15,430.4431102589501,-59.273691224127155,62.98657718120806,2980
100,35,60,7,430.36022667385004,-57.64788274696072,61.72248803827751,3553
60,35,65,40,430.2139148739,-56.303230890126656,62.20130340333092,2762
60,10,75,15,429.79918290169985,-53.145900275506875,61.904761904761905,2226
60,30,80,30,429.79296112334896,-49.2642561546171,62.764311500773594,1939
120,30,65,40,429.72823538305073,-47.4633358894778,62.9073599414134,2731
200,35,65,40,429.7198205948495,-59.68835062247714,62.147102526002975,2692
30,25,50,10,429.6871701067507,-55.36520415720544,63.184611274378845,3743
150,15,60,15,429.53093163530013,-48.12175611567943,63.540604825008494,2943
30,25,50,50,429.06129854045,-52.11138535053333,63.31938633193863,3585
100,35,75,40,428.9984233870502,-52.05566431087429,63.04044630404463,2151
100,25,60,20,428.89821923435056,-54.62660199638003,62.732095490716176,3016
150,10,50,50,428.21995698964963,-41.90352695520881,63.67781155015197,3290
100,30,60,7,428.0738349846999,-55.89075459749869,61.708770933863185,3523
100,35,50,40,427.6623123257505,-49.53668363750307,63.190184049079754,3586
100,20,75,50,427.5929494904002,-53.41093513139199,62.67738883632923,2114
150,10,65,10,427.3729111770502,-47.20216300335815,62.66855926188787,2818
60,30,70,10,427.35947326754973,-54.861021716170946,62.15637272402713,2801
50,15,50,50,427.26906091085056,-58.62998757040824,62.907488986784145,3405
200,30,65,40,427.23089943364965,-59.756755857000044,62.32262882748319,2678
30,10,50,50,427.00026589105084,-50.62903707806428,63.501663138796495,3307
20,35,80,20,426.9314405736999,-60.96821478731156,61.42927068037201,2043
60,10,65,20,426.66756042194913,-54.58818826376931,61.476969927674155,2627
120,20,65,20,426.4860605687997,-49.22094989521051,62.76243093922652,2715
200,35,65,50,426.35896852395047,-59.68539096462977,62.17924879137225,2689
60,15,50,7,426.2876136558001,-46.147226534986096,62.41059602649006,3775
150,10,55,20,426.18660810714977,-43.54811716024339,63.4107027724049,3102
200,25,80,20,426.1666815057998,-61.33853816759337,61.83599793708097,1939
100,25,55,40,425.9883615576502,-52.94949668753741,63.25907842538907,3277
50,20,80,7,425.8916067436495,-56.63072999523946,55.773342836778326,2806
100,20,55,20,425.74131231085096,-45.570384555895956,63.24523663183774,3254
30,20,55,40,425.5848853606004,-46.42353305896263,63.82200548613227,3281
30,25,55,7,425.52391599255054,-50.533115613949,62.71767810026385,3790
200,30,80,10,425.2745431406503,-58.50467698844513,59.97403721332757,2311
60,35,80,30,424.9657269226004,-48.72092337714992,62.68656716417911,1943
50,30,50,7,424.93571498300054,-59.68843071036666,62.311557788944725,3980
100,20,55,40,424.7859094268498,-45.25893095630644,63.21307431390688,3243
200,15,75,30,424.6096095386,-51.46274606986101,61.702127659574465,2068
20,35,55,50,424.507915930149,-52.61185050137108,63.080046403712295,3448
50,10,80,7,424.43185972805014,-52.52652995537724,56.07442539219263,2741
100,10,75,40,424.1383023879499,-60.06586102259378,62.5422909618173,2069
30,25,55,40,424.1216362159996,-53.034837878205806,63.44086021505376,3348
200,30,65,50,423.8149983838999,-59.756311278265294,62.35514018691589,2675
150,10,50,40,423.7061787014996,-41.898953115542135,63.66950182260024,3292
150,10,60,20,423.5028111799994,-51.8723738280951,63.448758307100384,2859
100,25,50,7,422.9020136644009,-59.57611933447432,63.08638810561394,3901
120,15,75,50,422.8172228425502,-55.209140144373016,62.38003838771593,2084
100,25,55,20,422.36721129630024,-53.45054198957231,63.290754257907544,3288
20,5,80,20,421.6465309656999,-63.51461087238389,61.07879428873611,1891
20,15,55,15,421.5905476773004,-51.28849107252871,63.478799133395235,3231
50,15,70,10,421.4344536359001,-56.57701003967483,60.9271523178808,2718
120,25,80,7,421.29376081759983,-53.512502209847234,57.37646640597227,2813
150,35,70,15,421.21214146505014,-56.542531768444206,62.627450980392155,2550
150,10,55,15,421.0992028329509,-43.20902354715233,63.50832266325224,3124
50,35,80,50,420.8639917957,-52.99951789254679,61.9348054679285,1902
60,30,75,15,420.55630580739995,-56.89581729371537,62.10025929127053,2314
50,15,60,30,420.4697660798998,-59.3027617756578,61.98347107438017,2904
150,30,80,5,420.2081688303999,-53.15159192681492,53.69718309859155,3408
50,20,60,30,420.0115285871994,-54.679865168871885,61.989881956155145,2965
100,30,60,50,419.8915369723502,-52.01049754518641,62.479284057010275,3017
100,20,60,30,419.78175528335083,-48.85097392435567,62.57152473914507,2971
120,30,65,30,419.3314383814503,-48.20732580990461,62.838332114118515,2734
30,15,60,10,418.60782539844985,-48.41805063248525,62.59980836793356,3131
150,15,55,40,418.5837730224999,-40.14424030902761,63.37357052096569,3148
30,25,50,30,418.27664786054936,-51.43502009045683,63.31015299026426,3595
100,20,60,40,418.2596214423506,-48.85291285744652,62.5463118895251,2969
200,15,80,10,417.85631446650007,-63.031367838690414,59.90252547629596,2257
100,10,60,15,417.6939261174498,-55.06650696932599,62.75317542052866,2913
100,20,60,50,417.61643977035055,-48.851502577884794,62.55476912706438,2967
20,30,55,40,416.8469791608007,-53.22945116720056,63.27368729832795,3409
50,10,70,15,416.82805359889994,-52.7848164718154,62.02020202020202,2475
30,30,60,40,416.68811373189953,-56.353114820244365,62.23386832623648,3053
60,10,70,15,416.53633235994994,-57.16823006248334,62.22948142098815,2449
30,20,80,10,416.5324819321506,-54.828520828269845,59.0623691921306,2389
200,10,60,10,416.47108814030025,-63.14716095636803,62.46612466124661,2952
150,35,75,7,416.14796202149967,-53.74495397376188,58.177490649438965,2941
50,15,50,7,416.02384938625016,-57.123386994319794,62.34486400844996,3787
30,30,55,10,415.7817190888003,-55.56305057373585,63.34261838440112,3590
20,15,60,50,415.6129989753504,-64.56266233121973,62.710698314413484,2907
150,5,75,15,415.5994423825496,-58.497482294707936,61.991584852734924,2139
30,5,55,20,415.0606345356506,-54.021513103562754,63.71419163648338,3037
200,10,80,15,414.8905610241003,-55.11202363954618,61.37055837563452,1970
100,20,65,15,414.7517880801495,-52.761897050108075,62.133815551537076,2765
30,10,70,10,414.7337753397493,-57.56619572976274,61.96136701337296,2692
20,10,55,15,414.12156448350004,-51.3684319808036,63.94492475184118,3123
50,10,75,50,414.0894163441007,-55.10105158242453,62.21795487277964,2083
50,30,70,50,413.1478142497504,-50.05734077547764,62.70424836601307,2448
100,35,50,50,412.95284514034984,-49.53833707912345,63.166713208600946,3581
100,30,65,15,412.76663332269976,-57.721525242632175,62.424457874155706,2813
30,35,50,7,412.5728747789994,-55.137530203692606,61.9828641370869,4085
200,5,60,15,412.46046298994924,-52.981186761367496,62.89445048966268,2757
200,35,65,15,412.22643351619996,-59.086352864726635,62.44114451285766,2761
30,20,55,7,411.80485480110036,-45.951368476735475,63.07568004309184,3713
100,20,75,40,411.58283179439985,-53.40142449322207,62.535477767265846,2114
100,35,50,7,411.3347152261495,-63.66494418510962,63.02057200200702,3986
60,20,75,10,411.29409215799956,-49.23778011719616,61.04765655769988,2539
100,30,75,10,411.26662374664977,-47.713122673410666,61.49627888758323,2553
100,25,50,15,411.23569048270036,-55.93801356461504,63.466967814793904,3542
100,25,55,30,410.74205078799986,-52.93578903393866,63.28148825861544,3279
120,20,75,20,410.17637069304953,-62.556812364589085,62.36708275543227,2163
200,35,80,20,410.07750674990024,-66.3198202386736,62.05128205128205,1950
120,25,75,50,409.99143288605023,-58.008574938949934,62.60663507109005,2110
150,10,55,30,409.9852108635492,-42.92323074915064,63.472087770248464,3099
50,30,50,30,409.8469537928011,-57.88080416208691,62.83333333333333,3600
30,25,50,40,409.79760314995,-51.00542059952191,63.26644370122631,3588
120,30,65,50,409.7174666207505,-47.46038975682143,62.88017588860389,2729
100,20,55,30,409.39145562815025,-45.25698546579569,63.23574730354391,3245
30,20,60,10,409.38771238140015,-50.09231522531719,62.785602503912365,3195
150,15,55,50,409.3670424002999,-40.148186879533434,63.33863275039746,3145
120,15,70,20,408.9932684113996,-53.1825210377182,62.711166048619695,2427
120,10,70,30,408.9219740144001,-51.77418544193332,62.901861252115054,2364
50,5,55,20,408.87582125115,-53.09273357652181,62.66666666666667,3075
200,30,65,15,408.7103819387502,-58.21207988498806,62.59569814072184,2743
100,35,60,30,408.43979232545047,-53.49231478054938,62.42205447981621,3047
50,25,75,5,408.43139176039995,-61.20723222076433,54.736842105263165,3610
120,5,65,20,407.91118434390006,-48.13865321145715,62.99303944315545,2586
20,35,50,20,407.5241629252499,-49.57644595994245,62.60775862068966,3712
30,10,70,30,407.43112413015,-50.59845393438515,62.341504649196956,2366
200,5,60,50,406.88660156020023,-52.5055685775867,62.82664703717336,2717
20,15,60,30,406.7014975113496,-63.65650666365035,62.752482026703184,2921
150,5,65,50,406.6035799453995,-54.58411675568961,62.72513703993735,2554
120,15,75,40,406.5854228900002,-55.2127383270731,62.20623501199041,2085
50,30,80,40,406.51498921895063,-50.179946943311,61.8848167539267,1910
100,25,65,15,406.24906066649976,-59.46654967597416,62.141833810888244,2792
60,25,80,40,405.7446907556499,-53.07310591181802,62.47390396659708,1916
30,25,55,50,405.73509486699936,-53.02613033147914,63.45981475948611,3347
150,5,65,40,405.37032120820015,-54.5882855108863,62.72976143918655,2557
100,25,60,7,405.1528780957993,-57.44021749428965,61.705781339439035,3494
60,10,75,30,405.0675636323499,-55.55044142326504,62.23709369024857,2092
100,35,60,40,404.79502615504987,-53.49444269904955,62.43021346469623,3045
200,25,60,7,404.69216476829973,-55.79170516842016,62.13821618428824,3386
120,15,75,30,404.5995281726001,-56.12130387255901,62.32091690544412,2094
50,15,65,30,404.3508233998997,-55.05312515761699,61.6234756097561,2624
200,20,60,50,404.1415125667001,-56.2207362880139,62.68292682926829,2870
200,20,75,30,403.73637748069984,-52.73762068639021,61.55321188878236,2086
100,15,75,15,403.68440260949967,-58.96809315943552,61.71070309001343,2233
30,10,65,15,403.27119537169995,-52.3694324476615,62.570251030348444,2669
60,35,80,50,403.16076180314974,-50.52082936709492,62.59780907668232,1917
60,15,75,10,403.0694181129001,-53.55030330466961,60.56731921693967,2503
150,35,70,5,403.05181250040016,-60.15957672335737,56.52409312398484,3694
200,35,80,5,402.95343919539965,-57.99131255910469,53.504880212954745,3381
50,30,80,7,402.95237884159985,-58.55439986156291,56.71433554237879,2867
150,5,55,30,402.9469877608503,-45.65453817580955,63.206919494344646,3006
200,10,65,50,402.82545860109974,-59.03799932766122,61.85809486475892,2551
30,5,80,20,402.4294515108999,-55.085410219091166,61.794195250659634,1895
50,5,80,50,401.9869634462501,-50.41583226516695,61.967213114754095,1830
150,10,65,20,401.72514558689994,-51.47487048567382,63.1578947368421,2622
60,25,55,7,401.4336803217991,-61.03240861159763,62.336623099493195,3749
60,35,75,40,400.9253435895501,-55.44138415832818,62.51728907330567,2169
50,10,75,5,400.86245241009976,-56.20245585363695,54.55861070911722,3455
50,30,50,20,400.81529612485014,-57.81483665221292,62.84606866002215,3612
60,25,70,30,400.71224769209965,-52.92235633426614,62.866449511400646,2456
20,35,80,50,400.2784925239,-60.02747326442541,62.19512195121951,1968
20,10,55,50,400.1860569498005,-52.38040897613252,63.84290814670561,3081
30,25,65,15,400.12578292944977,-54.71589314696269,62.50883392226149,2830
150,30,75,7,399.78680648235036,-54.128271442878365,58.216604031431494,2927
30,30,50,30,399.6708061789506,-51.26741032338866,62.900136798905606,3655
30,20,55,50,399.5382462662003,-46.42353305896263,63.84990848078096,3278
