BuyDate,SellDate,Name,Ticker,BuyPrice,SellPrice,Shares,PnL_Amount,PnL_Pct,HoldingDays,BuyRSI,SellRSI
2020-06-12,2020-06-19,위메이드맥스,101730.KQ,5530.0,6970.0,72389,102190465.46500003,25.498434485694084,7,15.359351396608346,75.86344678884751
2023-02-01,2023-02-10,씨앤씨인터내셔널,352480.KQ,27590.91015625,31705.34375,25656,102183543.28899848,14.418724123007662,9,30.08110980821003,82.87146435790976
2023-10-31,2023-11-23,동화기업,025900.KQ,24600.0,27280.0,39155,100463037.59000003,10.418011157088051,23,25.52079260882759,74.79808383421604
2023-07-04,2023-07-14,에스앤에스텍,101490.KQ,54614.38671875,61330.078125,15442,99750611.97246528,11.814240508472949,10,21.191854991371855,79.7556641930482
2023-03-29,2023-04-12,HLB,028300.KQ,31333.333984375,35666.66796875,23515,98409114.44519103,13.340883173404267,14,26.786167204274534,75.20845586628072
2023-08-01,2023-08-11,큐렉소,060280.KQ,17110.0,19160.0,49818,98139940.551,11.500331019094261,10,32.86150160654407,73.68352695035455
2023-08-03,2023-09-01,미코,059090.KQ,11250.0,12570.0,77121,97748322.50699997,11.253431886663666,29,25.496904697778447,81.73727370835991
2024-02-06,2024-02-19,RFHIC,218410.KQ,16873.259765625,18308.228515625,70639,95920244.69971538,8.038362571417789,13,19.932891360695294,76.64328476640927
2022-03-14,2022-03-22,주성엔지니어링,036930.KQ,22401.212890625,24815.13671875,41430,95703082.60173929,10.30007313173521,8,27.587526183826938,71.56476826193389
2024-12-09,2025-01-14,에스엠,041510.KQ,72612.515625,76752.4140625,24793,94575971.35023093,5.247362839522016,36,17.55583812214536,76.49624748481541
2025-07-22,2025-09-19,파크시스템스,140860.KQ,274357.46875,282338.78125,13897,94172106.77225018,2.4670916862555936,59,16.810618595636328,79.24137157366947
2020-11-04,2020-11-09,우리기술,032820.KQ,1135.0,1300.0,586700,93637173.32500005,14.045499657772426,5,34.12300434917856,74.52852032612874
2021-07-22,2021-08-06,차바이오텍,085660.KQ,25000.0,27500.0,39267,93637069.875,9.527543325176048,15,26.45073705503556,73.43614073880947
2024-03-07,2024-04-23,SOOP,067160.KQ,110475.40625,118500.9765625,12336,92831428.72411871,6.803868555585418,47,22.77675739111963,71.86892029594826
2015-10-12,2015-10-26,네이처셀,007390.KQ,3950.0,5070.0,77881,85629147.04699999,27.80314031269104,14,33.86384823022901,86.4867714881621
2022-10-04,2022-10-14,에코프로,086520.KQ,21704.029296875,24405.46875,32454,84367502.54903853,11.96375312803536,10,34.56196509479264,74.05224247057346
2021-03-26,2021-04-14,현대바이오,048410.KQ,22250.0,24775.0,34728,84089380.7700001,10.870066838865656,19,30.938723660914192,70.22815845373142
2021-07-01,2021-07-27,아난티,025980.KQ,9560.0,10400.0,105303,83847092.53799999,8.319365783742,26,21.790304399205397,80.48136670438225
2023-02-24,2023-03-17,원익IPS,240810.KQ,30596.541015625,34023.75390625,25289,83070623.3319242,10.723691940710838,21,25.80046287402959,78.77658454404677
2022-12-19,2022-12-23,리가켐바이오,141080.KQ,36500.0,41000.0,19135,82833023.125,11.846308252359101,4,28.886211902082678,74.14228988482279
2021-05-18,2021-06-21,셀바스AI,108860.KQ,4425.0,4865.0,197155,82723576.40750003,9.4712888088303,34,20.115581275473303,85.94131934118687
2020-09-16,2020-10-22,시노펙스,025320.KQ,4314.9658203125,4906.05712890625,144425,82419739.46661067,13.210289936507547,36,29.774085295862818,88.73455327568325
2021-03-26,2021-05-18,선익시스템,171090.KQ,15230.1376953125,16922.375,50736,82264221.28789926,10.633880727864753,53,24.720963983091195,84.65336198772467
2021-11-16,2021-12-06,에이비엘바이오,298380.KQ,21250.0,22950.0,51210,82103456.70000005,7.536133446536487,20,32.60366616696258,77.0885199215145
2023-07-14,2023-08-01,브이티,018290.KQ,8710.0,9590.0,95713,80377384.57499993,9.630429024990942,18,25.281092590817366,77.05641859869797
2023-09-01,2023-09-11,HK이노엔,195940.KQ,35672.515625,38669.79296875,28285,80172251.4513663,7.936609422839841,10,33.19304305453055,81.567765877826
2024-02-21,2024-02-26,셀트리온제약,068760.KQ,93062.9609375,98925.9296875,14589,79427325.50320077,5.843437415232662,5,29.058371046837763,73.12405283895684
2023-05-31,2023-06-12,메지온,140410.KQ,25000.0,27550.0,32603,79370943.90250003,9.726684313040009,12,32.45646138539708,71.01747850249308
2021-06-08,2021-06-15,와이지엔터테인먼트,122870.KQ,47236.75390625,51620.5546875,18775,78233054.97527826,8.811120626072466,7,25.70464093339001,77.5512327629298
2020-12-03,2020-12-08,동진쎄미켐,005290.KQ,28615.326171875,31918.966796875,24211,76753427.82951045,11.065911696193972,5,21.883988326082317,76.04595764089589
2017-11-10,2017-11-20,케이엠더블유,032500.KQ,7325.0,9175.0,42095,76304554.125,24.717990692955656,10,33.43819461068766,84.71984430553124
2021-04-13,2021-04-26,덕산네오룩스,213420.KQ,43300.0,47350.0,19737,76008223.1925,8.883669461412678,13,21.019373081468544,79.90119493840723
2021-11-04,2021-11-19,CJ ENM,035760.KQ,161230.734375,174167.8125,6219,75890669.51003194,7.559983429351479,15,17.580418010058267,80.42308117702986
2021-02-15,2021-03-08,엠로,058970.KQ,8050.0,8850.0,98403,75068204.59499991,9.465698297889093,21,15.957427340045044,81.71190476115927
2020-07-22,2020-08-05,덕산네오룩스,213420.KQ,33800.0,38950.0,14991,74781666.56249994,14.741737829897971,14,28.650820926352225,81.41478483589091
2021-03-09,2021-03-17,하나머티리얼즈,166090.KQ,30862.94921875,34137.0234375,23170,72546433.21093166,10.133359613422549,8,25.071674578679236,70.64286749528775
2020-08-05,2020-08-07,콜마비앤에이치,200130.KQ,53799.546875,61127.41796875,10250,72502865.04448247,13.132685189273149,2,33.244904431359785,75.16569396667718
2018-11-15,2018-11-20,리가켐바이오,141080.KQ,25350.0,30000.0,15832,71661133.62,17.834904061512695,5,33.24247296850564,70.28605912456891
2023-05-19,2023-06-01,제룡전기,033100.KQ,13615.966796875,14933.939453125,56867,71383574.72668052,9.208530681727996,13,25.01867292229916,71.95827886877395
2019-08-29,2019-09-04,쏠리드,050890.KQ,5703.224609375,6738.3984375,69774,70289571.58099395,17.643211812040544,6,31.38340921480078,80.9979007174953
2023-09-11,2023-09-15,씨앤씨인터내셔널,352480.KQ,61861.72265625,66218.1796875,17192,70087121.25761724,6.58249682761982,4,27.7994928483008,72.10324930277915
2023-06-27,2023-07-04,JYP Ent.,035900.KQ,123417.0703125,134385.28125,6725,69959957.58547854,8.419433368246708,7,18.60312334180763,70.87409535035107
2020-02-17,2020-02-18,씨젠,096530.KQ,13121.5849609375,15219.3232421875,34322,69835233.91537595,15.488756659071685,1,30.403076293781595,76.64653465648546
2020-04-24,2020-05-11,HLB,028300.KQ,39596.9140625,47192.546875,9424,69751169.03964376,18.67049020120305,17,30.506451482147583,87.53874658158682
2024-02-15,2024-03-21,케이엠더블유,032500.KQ,14400.0,15260.0,87465,69567124.51499987,5.5170650973602475,35,28.00226753967064,84.0595198300319
2020-01-14,2020-02-04,에스티팜,237690.KQ,26288.974609375,30295.83984375,17851,69283319.37350345,14.746648819484342,21,33.92155257239817,75.55648972296424
2023-02-16,2023-02-24,큐렉소,060280.KQ,7770.0,8500.0,98951,68700640.3145001,8.925250762138354,8,28.769766802445673,75.16037245812726
2021-06-17,2021-07-22,테크윙,089030.KQ,12171.1044921875,13094.59375,78368,68042586.33442962,7.125460007595248,35,28.632092363496284,78.63612513269709
2021-08-26,2021-09-02,펌텍코리아,251970.KQ,23955.091796875,25750.54296875,40169,67756611.51268804,7.033373286824385,7,19.53794234031281,70.62593866033268
2024-01-18,2024-02-19,리가켐바이오,141080.KQ,50400.0,53400.0,24225,67196031.75,5.497309046976929,32,17.902350264801214,73.86389775239284
2019-04-22,2019-04-30,에이비엘바이오,298380.KQ,29150.0,33800.0,14887,67140481.65250003,15.453951797628276,8,22.703259238986618,71.2674710744904
2020-07-09,2020-07-21,리가켐바이오,141080.KQ,46650.0,53500.0,10068,66728967.26999998,14.191241701196889,12,20.969205461237223,76.93027893319498
2018-02-22,2018-02-27,스튜디오드래곤,253450.KQ,75800.0,88600.0,5341,66408605.34000003,16.38450873843366,5,34.50255801593653,82.17681029492599
2020-04-14,2020-05-12,씨젠,096530.KQ,36004.0703125,42468.55078125,10396,65383561.27105701,17.448236856605046,28,31.435157309010037,73.92013604813673
2022-10-18,2022-11-01,제룡전기,033100.KQ,8449.22265625,9255.6572265625,85000,65242824.73950195,9.073982212103196,14,30.958474433802508,78.22870005000641
2022-11-28,2022-12-08,메디톡스,086900.KQ,108160.2890625,118407.0546875,6647,64804255.62036729,9.003489380954004,10,24.73862960836776,73.69018931823211
2021-03-17,2021-03-26,레이크머티리얼즈,281740.KQ,3209.12890625,3493.166748046875,239742,64573037.67358053,8.383411402512728,9,25.682977733884243,72.01747346472595
