SMA,Buy,Sell,Hold,MaxPos,Return,MDD,WinRate,Trades
120,20,60,50,10,455.1182857992998,-43.86423287964254,62.857657009177615,5557
100,15,60,15,5,453.97460764520036,-56.90965547174055,62.698145025295105,2965
120,20,70,15,10,453.8940240813501,-42.40299443256403,62.07983193277311,4760
50,5,70,20,5,453.7984778075,-53.774442716028894,62.547608971646206,2363
30,10,80,15,3,453.7923372485004,-50.76671310732159,61.274509803921575,1224
50,20,60,50,10,453.18348639324995,-48.91499311260937,62.35462515655752,5589
100,20,60,30,10,452.21146625970016,-50.5993084428387,62.76691189664454,5573
120,15,70,50,10,452.03500937374963,-42.097426189514415,62.13505683084466,4487
50,20,60,15,5,451.5162787150503,-57.264062446358096,61.824212271973465,3015
100,5,60,30,3,451.37557880085,-64.91407525352882,62.84562211981567,1736
50,20,70,15,5,451.1811777767999,-51.6061254017177,61.79730799683294,2526
120,20,60,30,10,451.06752879115,-43.856554926212866,62.82374100719424,5560
100,5,80,15,5,450.5640492695998,-57.282186341532515,61.70426065162907,1995
30,25,70,15,10,450.24604777760004,-46.96138787856663,61.55712841253792,4945
50,5,80,30,5,450.23261711055005,-49.81080385443602,61.958874458874455,1848
30,25,60,50,10,449.4190099931997,-43.66281992221827,62.16216216216216,5735
60,25,80,30,10,449.38062015620017,-42.90997211087317,61.55075939248601,3753
30,15,80,30,3,449.1630345749998,-59.70678775840841,62.34887737478411,1158
120,15,80,20,5,448.81267798099975,-63.56357201428917,61.720762493560024,1941
100,30,80,5,5,448.23560442394984,-57.50821219252431,53.47901092581944,3478
50,20,60,30,10,448.21836993389974,-49.211831753572284,62.25000000000001,5600
200,20,70,15,5,447.3869201869503,-48.78313522211323,61.7635107679805,2461
120,15,70,50,5,447.37765955245015,-47.88223060997191,62.7906976744186,2408
30,30,60,30,10,447.0011515844501,-40.628497812984136,61.99048913043478,5888
120,25,70,50,10,446.9874290042504,-43.67704223945245,62.467811158798284,4660
30,10,60,10,5,446.8139849916505,-48.49639787001926,62.76178010471204,3056
30,30,60,50,10,446.32391664994964,-40.61669111586457,62.089501446316156,5877
30,30,60,15,10,445.9018069920001,-39.501301863868434,62.09313970956435,5991
30,25,80,15,20,445.7248068998995,-31.624524855259423,60.575003327565554,7513
30,30,80,15,20,445.69007113645006,-33.428500449398186,60.67546583850931,7728
30,20,80,15,3,445.62080310715066,-62.008769476070356,61.55075939248601,1251
50,20,70,50,5,445.30171149860047,-50.87025068431259,62.19917012448133,2410
100,25,60,50,3,445.27270086614976,-63.37636011294941,62.59668508287292,1810
30,20,70,30,5,445.03923630690014,-49.69675066463564,62.36207601144258,2447
200,15,60,20,5,444.5474340283002,-57.699871622292655,62.40760295670539,2841
200,25,80,15,3,444.1826687198501,-68.1895420545729,61.993517017828204,1234
30,25,60,30,10,444.17004749575074,-44.009584536569264,62.05395996518712,5745
60,30,70,15,5,443.99649493424977,-54.392292109008,62.69933877868533,2571
200,10,70,15,3,443.8544807098997,-60.67797994657027,62.097326936257716,1459
60,15,80,20,10,443.72138167920025,-42.96449284475973,61.283422459893046,3740
50,10,70,50,10,443.0782180366002,-44.776524960190514,61.91446028513238,4419
120,20,80,20,5,442.28190204690014,-64.60365415275862,62.02854230377166,1962
200,15,80,30,10,442.2524038656495,-43.08100162826625,61.27926898914906,3502
120,20,80,30,5,441.9310520475998,-60.85029219813221,62.054284193720065,1879
100,10,80,10,10,441.5845455445499,-51.608735942618864,59.18179728797978,4351
120,15,70,30,10,441.2059316678006,-43.12133495631319,62.121886120996436,4496
30,15,80,5,5,440.7841645793991,-55.42937347732008,53.54307556601,3401
200,20,70,15,10,440.39692247870005,-51.86559723452064,62.29402953135031,4673
60,10,80,15,3,440.38618650289976,-53.614152116256165,60.5668016194332,1235
100,25,60,15,3,440.1085201250008,-65.76836868051798,62.466197944835045,1849
60,5,80,20,5,439.7624524688001,-49.93309887527789,61.754021795537106,1927
200,10,70,15,5,439.34588234915043,-52.22486782529043,61.96830692243537,2398
50,5,70,50,5,439.22444398980025,-53.88016845673468,62.489233419465975,2322
60,10,70,10,3,438.3958440391494,-59.144457532585605,61.58088235294118,1632
30,10,80,30,5,437.68543522929997,-50.48957612445212,62.098501070663815,1868
120,30,60,15,3,436.7531261376497,-62.3051112980341,63.39092872570195,1852
200,20,80,50,10,435.97444318579954,-44.92512368228773,61.40797285835454,3537
100,30,60,30,5,435.3905612697997,-52.01283049173483,62.475181998676376,3022
30,25,70,20,10,435.07687832050027,-48.541339411300484,61.55444721529509,4812
30,15,80,50,3,435.0631467238499,-59.40688450151808,62.75021758050479,1149
120,15,70,20,10,434.6706063172002,-43.859894288945554,62.08645787384208,4534
120,10,70,50,5,434.23777123945007,-49.154438915054996,62.93943244387972,2361
100,5,60,50,3,433.8659260313997,-64.91472242174653,62.8175519630485,1732
50,25,60,50,5,433.86059950724996,-58.420515633183065,62.19104876419506,2994
50,15,60,15,5,433.7809174198002,-61.62697911773347,61.76769387064003,2953
50,25,70,15,5,433.73297322124984,-53.23059746718607,61.962470680218914,2558
60,20,70,15,10,433.45963137685004,-48.49373010517563,62.51046025104603,4780
30,15,70,20,10,433.2478257374497,-49.472060533693266,61.73269481932956,4594
200,15,80,50,10,432.9494044827503,-42.25013335843434,61.259706643658326,3477
120,25,60,10,3,432.88478570574966,-68.96721038577387,63.31084587441619,1927
30,15,70,50,5,432.85467179765,-49.35441063664343,62.20833333333333,2400
30,30,70,30,10,432.7364865099003,-51.27501284250945,62.05973223480947,4855
30,5,60,50,5,432.5049552880504,-50.410177632110596,63.0072463768116,2760
100,5,80,15,3,432.3249893835495,-60.92740265455723,62.510254306808854,1219
30,20,80,15,20,432.295801543701,-30.68636253467254,60.703489969771915,7278
30,10,80,20,20,432.1706830077005,-38.04982048551998,61.11632270168855,6396
60,25,70,15,10,432.03171464215006,-46.48035675767421,62.27226202661208,4885
30,20,80,20,10,431.15807315070003,-49.89978199952986,61.5485564304462,3810
50,20,70,20,10,431.00258437029987,-46.060448804949885,61.97604790419161,4676
30,10,80,50,10,430.67663897029973,-51.68955610591761,61.885714285714286,3500
50,15,70,10,3,430.5414004957001,-71.26700149099298,60.99759615384615,1664
60,10,80,10,10,430.2081041255504,-47.47558310612341,59.46436677258284,4406
100,5,70,5,3,429.8433513193495,-65.25708183571672,55.54003724394786,2148
60,30,80,30,5,429.79296112334896,-49.2642561546171,62.764311500773594,1939
60,15,80,10,10,429.64184611920047,-47.148829809871586,59.33748332592263,4498
100,25,60,20,5,428.89821923435056,-54.62660199638003,62.732095490716176,3016
50,10,70,30,10,428.6898291628505,-45.33378786058099,61.847752428281,4427
60,25,70,15,3,428.65065717655,-62.75597253591766,63.0659767141009,1546
120,20,60,10,3,428.4688070084496,-66.1786352157885,63.16614420062696,1914
50,5,80,30,3,428.33794936389955,-56.77015939136499,62.11453744493392,1135
60,30,70,10,5,427.35947326754973,-54.861021716170946,62.15637272402713,2801
200,25,80,20,5,426.1666815057998,-61.33853816759337,61.83599793708097,1939
60,30,80,15,3,426.04690036834955,-60.53317971333205,61.39793486894361,1259
60,25,70,10,3,425.4610453459998,-64.06987459597599,61.78041543026707,1685
100,25,60,30,3,425.40142769329964,-63.37650856444609,62.50690226394258,1811
200,30,80,10,5,425.2745431406503,-58.50467698844513,59.97403721332757,2311
30,15,80,10,3,423.01762384884967,-62.73027713280229,59.65397923875433,1445
60,15,80,50,10,422.9595549611503,-41.66874279989191,61.27423822714682,3610
60,10,80,20,10,422.82590635220004,-43.11384302362452,61.204557786218125,3686
120,20,60,15,10,422.5127306492501,-47.87488261267954,62.76633522727273,5632
100,20,60,15,10,422.45563192135086,-52.30941916470718,62.59528452402057,5641
100,15,80,10,10,421.9343938365504,-47.74553911423609,59.1339648173207,4434
100,10,70,15,10,421.6506954158995,-47.07510863695834,61.6261231645847,4563
50,15,70,10,5,421.4344536359001,-56.57701003967483,60.9271523178808,2718
120,25,60,15,3,420.5901673114508,-63.83881320414956,63.1321370309951,1839
50,15,60,30,5,420.4697660798998,-59.3027617756578,61.98347107438017,2904
50,20,60,30,5,420.0115285871994,-54.679865168871885,61.989881956155145,2965
100,30,60,50,5,419.8915369723502,-52.01049754518641,62.479284057010275,3017
100,20,60,30,5,419.78175528335083,-48.85097392435567,62.57152473914507,2971
30,20,60,20,10,419.3616896233995,-45.91081839685036,62.41299303944315,5603
30,15,60,10,5,418.60782539844985,-48.41805063248525,62.59980836793356,3131
200,5,80,30,10,418.29031332279953,-40.49569941664755,61.193586698337285,3368
60,15,70,10,3,417.9679311086004,-63.09145915775872,61.580217129071166,1658
200,15,80,10,5,417.85631446650007,-63.031367838690414,59.90252547629596,2257
100,10,60,15,5,417.6939261174498,-55.06650696932599,62.75317542052866,2913
100,20,60,50,5,417.61643977035055,-48.851502577884794,62.55476912706438,2967
200,25,60,20,3,417.3785333082006,-70.57975310420989,62.92384658143413,1799
50,30,70,20,10,417.2755958109999,-47.24552786663144,61.749535795337316,4847
50,10,70,15,5,416.82805359889994,-52.7848164718154,62.02020202020202,2475
200,30,80,30,10,416.77590556945046,-40.907255742973916,61.52149944873209,3628
60,10,70,15,5,416.53633235994994,-57.16823006248334,62.22948142098815,2449
30,20,80,10,5,416.5324819321506,-54.828520828269845,59.0623691921306,2389
200,10,60,10,5,416.47108814030025,-63.14716095636803,62.46612466124661,2952
50,20,70,15,10,415.19151243420004,-46.56944623816516,62.02874401166424,4801
100,30,80,15,3,415.06917441815017,-61.08329167177451,62.99524564183835,1262
200,10,80,15,5,414.8905610241003,-55.11202363954618,61.37055837563452,1970
50,30,70,15,3,414.8029043450502,-65.69486750526127,62.38881829733164,1574
200,30,70,30,3,414.7907090634002,-65.08429954052447,62.62763784887678,1469
30,10,70,10,5,414.7337753397493,-57.56619572976274,61.96136701337296,2692
30,10,80,15,20,414.6852354709492,-35.32467609656576,60.66143159166415,6622
100,30,60,50,3,414.61361211124984,-62.59566875292112,62.52063841496973,1817
200,30,80,50,10,414.1555286832503,-39.55685244684097,61.57484696716751,3594
60,15,80,15,3,414.0751662805005,-52.947742291472956,60.52842273819056,1249
30,20,80,10,3,413.6900638638507,-67.35387387052467,59.63114754098361,1464
50,30,70,50,5,413.1478142497504,-50.05734077547764,62.70424836601307,2448
120,30,60,20,3,412.71959754564966,-65.97713540095282,63.13186813186813,1820
200,5,60,15,5,412.46046298994924,-52.981186761367496,62.89445048966268,2757
200,10,80,50,10,411.5233609423,-42.404520468244286,60.878477306002935,3415
60,30,80,30,10,411.09388357089944,-39.41733848757415,61.83306920232435,3786
30,20,80,50,20,411.0239984083001,-31.26041480681949,61.40376910520848,6739
30,30,70,15,10,410.65205762564983,-47.16712670952774,61.85097106619104,5046
120,25,80,15,3,410.2188207408002,-71.54883075910348,62.41021548284118,1253
60,5,80,15,10,410.1734235137994,-39.13962041043525,60.68037974683544,3792
120,25,70,30,10,409.78952251394946,-45.65503826832863,62.39279588336192,4664
30,20,60,10,5,409.38771238140015,-50.09231522531719,62.785602503912365,3195
120,30,60,20,10,409.23654083149995,-45.431180647453964,62.76779543883898,5788
120,15,70,20,5,408.9932684113996,-53.1825210377182,62.711166048619695,2427
120,10,70,30,5,408.9219740144001,-51.77418544193332,62.901861252115054,2364
120,30,80,30,10,408.20139025905047,-40.718709927951394,61.943319838056674,3705
30,25,70,30,10,407.98710889429975,-48.52408441488884,61.66947014297729,4756
120,30,80,50,10,407.89449282545036,-42.61189968742358,61.93460490463215,3670
60,30,60,20,10,407.6524698975499,-47.73849149417831,62.24299065420561,5885
30,10,70,30,5,407.43112413015,-50.59845393438515,62.341504649196956,2366
30,10,60,50,10,407.40035841924976,-46.92032307968116,62.8068818867195,5173
120,5,80,30,10,407.3701032134501,-41.1010568892692,61.82402806197018,3421
60,30,80,10,10,407.2081982322503,-44.731611974557296,59.6465076660988,4696
200,5,60,50,5,406.88660156020023,-52.5055685775867,62.82664703717336,2717
200,10,80,20,10,406.81784366820006,-44.398255675789,60.77488687782805,3536
200,15,70,15,10,406.61625395754993,-51.7183831571599,62.20472440944882,4572
60,15,80,10,3,406.5630145035497,-54.64223686300523,60.23842917251052,1426
120,5,80,50,10,406.0554278029997,-40.67854223727339,61.83318597111701,3393
120,30,70,30,10,406.0276273975003,-42.916780170289,62.35144312393888,4712
120,30,60,30,10,405.81860729340013,-45.104647709325164,62.79472954230236,5768
30,20,80,30,20,405.4227275656498,-30.804675360624177,61.29460336184016,6782
120,30,60,50,10,405.3828070440002,-45.10874103337855,62.82986111111111,5760
100,15,60,20,3,404.9065850944007,-61.87196753711353,62.032384142936905,1791
100,30,60,15,3,404.64058134065067,-65.04431244167661,62.540365984930034,1858
30,30,70,20,20,404.2346381696504,-34.31673703320865,61.551357997094,8947
200,20,60,50,5,404.1415125667001,-56.2207362880139,62.68292682926829,2870
30,15,70,15,10,404.0767744106506,-47.48197617713396,61.66914419197281,4709
100,30,80,15,10,403.31967707060005,-42.94294703949069,60.911567996036666,4037
50,25,80,30,3,403.10627606094994,-62.851263573147385,62.628865979381445,1164
120,30,70,50,10,403.03475630650036,-42.90520919481074,62.37771161207996,4702
30,5,80,20,5,402.4294515108999,-55.085410219091166,61.794195250659634,1895
30,25,80,15,10,402.1451240208999,-46.541077098767836,60.89290070748963,4099
30,20,70,20,10,402.0723230588004,-50.570100261049475,61.86332767402377,4712
50,5,80,50,5,401.9869634462501,-50.41583226516695,61.967213114754095,1830
60,25,80,20,20,401.79640489099995,-35.957168655559194,61.06774463339838,7174
120,25,70,15,10,401.2856340806503,-45.52781748394924,62.086776859504134,4840
60,20,80,10,10,401.25222629960024,-48.11036805431148,59.45062132112492,4587
60,25,70,30,5,400.71224769209965,-52.92235633426614,62.866449511400646,2456
200,25,70,20,3,400.1683616568502,-68.29575036504214,61.778682959945684,1473
30,15,60,20,10,399.9808046307505,-46.56468120813172,62.23286661753868,5428
30,20,60,15,10,399.74767445579965,-42.767259482276295,62.43386243386243,5670
50,20,60,50,5,399.21221512940053,-54.687522033490374,62.04330175913396,2956
30,10,60,30,10,398.85633106305016,-47.06707401382384,62.695501061981076,5179
60,30,80,50,10,398.7730074808499,-41.798096104878574,61.89081225033289,3755
30,10,80,15,10,398.67492741865016,-45.69700083342329,60.705882352941174,3825
30,25,80,30,20,398.54336754264983,-35.51497325117799,61.309780267126236,6963
200,30,60,20,3,398.42920209334983,-69.66354149033478,62.84606866002215,1806
100,5,70,10,3,398.37868370030014,-66.74953060344029,61.704756022235955,1619
50,10,70,15,3,398.35660663575004,-62.28317248412934,61.528326745718054,1518
100,30,60,30,3,398.31280792229967,-62.600549582531215,62.50687190764156,1819
100,30,60,10,5,398.2017580313996,-61.39897945686863,62.37129485179407,3205
50,5,70,10,3,397.3290964720502,-70.37332720439747,61.029411764705884,1632
200,25,60,15,3,397.26641385399984,-70.77445808985968,63.013698630136986,1825
30,30,70,15,5,396.8056114030004,-54.21056400341237,61.42525174283501,2582
50,5,70,15,5,396.7686661185498,-51.405566157965325,62.191103789126856,2428
50,5,80,30,10,396.24700936360034,-43.41287035438533,61.44961016459717,3463
30,30,70,20,5,396.1504259059998,-51.152289076583145,61.663366336633665,2525
30,15,70,10,10,396.14507593574945,-49.4732440919508,60.85164835164834,5096
30,25,60,30,3,395.6692052959995,-63.68566599617223,62.84329563812601,1857
30,20,60,30,10,395.5239827020499,-45.8034491863863,62.42163711266344,5583
30,15,60,15,3,395.4705765277498,-65.61009415775786,62.41830065359477,1836
30,30,60,50,5,395.29730058454976,-56.353114820244365,62.253613666228645,3044
120,15,70,30,5,394.94884389979995,-52.83237997919053,62.78586278586279,2405
50,5,80,5,5,394.84543379105065,-58.71749325918566,53.24833029751063,3294
60,10,70,15,3,394.7697533183491,-61.044035077065395,62.72425249169436,1505
30,5,70,15,5,394.32955558680067,-48.66461256176054,62.19917012448133,2410
60,10,80,10,3,394.1727957747501,-56.53529706720334,60.45038705137228,1421
200,5,60,20,5,394.1498819604508,-56.0592413724419,62.66960029336267,2727
30,25,70,50,10,393.7711966536497,-48.03414836392527,61.65857775902089,4739
30,30,60,20,5,393.29937852194996,-56.229690636602925,62.19115734720416,3076
50,15,70,15,3,393.1233277507998,-65.8651187833803,61.37704918032787,1525
100,5,70,30,10,393.0498585300002,-49.50665769646478,61.739943872778305,4276
120,25,60,50,10,393.03841597050047,-44.80106224885763,62.923131170662906,5672
50,25,70,15,10,392.9718681395005,-44.674080422537166,61.83003872019563,4907
100,10,70,10,3,392.5475822251495,-70.37092267747357,61.31787675411836,1639
100,25,60,15,10,392.29757718815,-52.9214545943336,62.82650060543159,5781
30,30,70,30,20,391.93200918094993,-34.85066267808235,61.613085166384664,8865
200,25,80,5,5,391.6389834717489,-61.170581510563515,53.54896675651393,3339
200,20,60,30,5,391.63055339609986,-56.225174127340935,62.69123783031989,2876
120,25,60,30,10,391.4805600847506,-44.80790386347937,62.90294169455698,5677
30,10,70,50,5,391.4384957262497,-50.09119455291858,62.26655348047538,2356
120,25,60,15,10,390.69996151714975,-46.98842954893533,62.96874999999999,5760
60,20,70,10,5,390.58773685124993,-57.10476361599329,61.94786386676322,2762
60,20,70,50,10,390.2117739921999,-48.63279804164611,62.3046875,4608
50,30,80,10,10,389.18812760080004,-45.04369655036416,59.20940170940171,4680
30,30,60,30,5,389.1523609058497,-56.353114820244365,62.18514883873078,3057
50,15,60,50,5,389.05289050464995,-59.302575191841754,62.00345423143351,2895
200,15,60,15,5,388.99873931594965,-60.486773940313384,62.60445682451253,2872
100,30,60,20,10,388.99508443335026,-50.97347667785552,62.801101169993125,5812
30,20,70,20,20,388.9617564137996,-30.76290561148683,61.63720029062727,8258
60,30,60,30,10,387.5693047198002,-47.361273486746185,62.29759672745867,5867
50,25,80,20,20,387.11689359065053,-35.61544828874849,60.91073666620248,7181
60,30,70,20,3,386.8479130000999,-62.627382637032255,63.19947333772219,1519
60,25,70,10,5,386.6372910416498,-52.890610349645485,62.18155722999641,2787
30,25,80,30,10,386.5893421396499,-48.30218428815491,61.782759540966104,3747
120,25,60,20,3,386.2710483733497,-67.3629093954157,62.942477876106196,1808
30,30,80,10,20,386.24827434439976,-33.518738611852726,58.82217090069284,8660
200,20,80,20,5,385.8352099598003,-61.587928622345466,61.663179916317986,1912
50,5,80,20,5,385.34030889474946,-56.94022322794291,61.175236096537255,1906
30,30,80,15,10,385.33778728930025,-47.718059078697124,60.71772639691715,4152
100,5,70,50,10,385.20806018965,-49.36158419364304,61.67369901547117,4266
60,20,70,20,10,385.1008874967001,-48.17440918417981,62.371355060034304,4664
100,5,60,10,3,384.507877019899,-70.17718818547746,62.47969680563076,1847
30,10,80,30,20,384.3559198448501,-37.58984259251032,61.24080588423409,6254
50,20,60,10,5,384.16856594740034,-58.252148284870266,62.04838202953189,3183
200,5,80,50,10,384.1028722724005,-39.98181537392252,60.95152603231598,3342
100,20,60,20,3,383.36583365970046,-61.989774031023934,62.257885998893194,1807
200,15,70,20,3,382.59562093355026,-67.77316466929469,61.649484536082475,1455
200,25,70,30,3,382.5840713107003,-63.86462642985236,62.106703146374834,1462
200,5,60,10,5,382.4421772704004,-58.59022431194708,62.60839403399237,2883
30,20,60,30,3,382.4126373344503,-63.48794889461193,62.89445048966268,1838
30,10,60,20,10,382.3701614298503,-47.149992667923954,62.66383962991519,5188
30,20,80,30,5,382.2868789457999,-56.103419183181494,62.136435748281336,1891
30,15,70,30,10,382.00471764070005,-52.58166122696567,61.806167400881066,4540
120,30,60,15,10,381.93623222950004,-47.354097440199254,62.76486671223513,5852
30,30,70,50,10,381.5845591535999,-51.90308226781363,62.00828157349897,4830
30,25,80,30,3,381.5495337430001,-59.518262572524435,62.657695542472666,1189
100,20,60,10,10,381.4992827212999,-56.071840011226946,62.81813585032867,5933
60,25,70,50,5,381.4908339625499,-52.21138480103775,62.720196640721014,2441
30,30,60,10,10,381.41440303259964,-40.34818800674626,61.99109414758269,6288
50,30,60,50,10,381.09905468130006,-46.95926663599961,62.043545345448315,5833
50,25,80,50,3,380.86613031395007,-65.45892446054155,62.683982683982684,1155
30,15,60,50,10,380.65367968749956,-46.021711579274935,62.29174379859311,5402
30,25,60,10,10,380.46008162255083,-44.99290373873952,61.994784876140805,6136
200,30,60,15,3,380.2624674737501,-69.86770877253436,63.031624863685934,1834
100,30,60,15,5,380.1453776173504,-59.183015445901596,62.58169934640523,3060
30,15,70,50,10,380.05813739205036,-52.61392119388047,61.89529489728297,4527
60,20,70,30,10,379.6650838997498,-49.65532698843005,62.256388046773495,4618
60,10,80,20,3,378.6855293151499,-60.25106321441874,61.828859060402685,1192
100,25,60,30,5,378.5249592412498,-53.2106203819741,62.64980026631159,3004
30,5,80,15,20,378.5138667587491,-35.24037950574137,60.745123121202425,6254
50,15,70,50,10,378.11580342065014,-46.65312703991083,61.63898117386489,4515
100,15,60,10,5,377.66690796955,-58.50850567370881,62.56443298969072,3104
120,25,60,20,10,377.6538403601004,-45.390540168975726,62.87319985950123,5694
120,10,70,20,5,377.55090934140026,-51.208756598504856,62.71470465018852,2387
100,20,60,15,5,377.21269582760044,-56.65284342203919,62.657807308970106,3010
120,20,80,15,3,377.0463977488,-71.4005776828213,61.9277108433735,1245
100,5,80,10,3,377.0408893636501,-68.58125263494692,61.13505747126437,1392
200,15,60,50,5,376.7741317713,-56.26919445036125,62.415869642224585,2823
30,15,60,30,10,376.68908482015064,-46.45005919098635,62.218114602587804,5410
30,10,80,20,10,376.4887565220997,-53.636824012038375,61.24691018950838,3641
30,5,80,20,20,376.3907514517,-38.9017623985662,61.24133377352261,6058
100,25,60,50,5,376.3631154411,-53.207892038438146,62.63333333333333,3000
50,10,60,20,5,376.1335769578998,-53.32108785640665,61.854951185495125,2868
60,30,80,5,5,375.3456262646501,-57.81941480750588,53.677309007981755,3508
120,30,80,20,10,374.9689592824997,-44.75120439270911,61.619072570081215,3817
60,5,70,10,5,374.94763255095,-55.58496499385955,61.53846153846154,2639
120,30,70,15,10,374.4763639919998,-43.81229571659301,61.991412799018605,4891
60,25,80,15,20,374.3806219978498,-31.911411089543513,60.691489361702125,7520
50,10,70,20,10,373.08311910160035,-43.21298842270487,61.66927724323115,4469
50,15,70,30,10,373.0379133679997,-47.191654113316375,61.63021868787276,4527
200,25,60,50,3,372.9794730916999,-68.14144394387682,63.08724832214765,1788
60,30,70,10,3,372.84446922880045,-64.2815180645592,61.76644931831654,1687
30,25,70,50,5,371.83296055289964,-48.40142179472719,62.14896214896215,2457
30,20,60,50,10,371.1783469982504,-45.483622744376575,62.4551328068916,5572
200,30,80,15,3,371.05062884874974,-68.30481254288046,62.07729468599034,1242
50,15,80,10,10,371.0083703827001,-46.642769955772046,58.89433794025858,4486
60,25,70,20,10,370.99466799449993,-48.410038953564836,62.10880067212771,4761
30,10,80,30,10,370.78524612005,-52.87701767677569,61.57551714366676,3529
200,10,60,50,5,370.3555513570993,-55.75846126634507,62.544931703810214,2782
60,25,70,30,3,370.20526670224984,-59.73870700839128,63.1367292225201,1492
60,15,70,15,5,369.8351930821,-56.24912066438187,61.85110663983904,2485
50,20,60,15,10,369.0437041526998,-48.55516193657684,62.21595913334508,5677
200,5,60,30,5,368.7580328038502,-52.51176190859531,62.794117647058826,2720
50,5,70,15,3,368.704023609,-63.96362704526757,61.70780520346898,1499
100,5,60,20,5,368.5430014555005,-52.16846064380193,62.246711695698544,2813
50,30,60,30,10,368.4201695380002,-47.33786451058251,61.97158993667637,5843
30,15,70,20,20,368.4181265791999,-31.03502153231405,61.781170483460556,7860
60,20,60,30,10,368.24715832565016,-46.6995630962205,62.61565836298932,5620
100,15,60,20,10,367.9461291529999,-52.00103381252649,62.52295262578039,5446
120,10,80,10,5,367.46904118919997,-55.585107924411446,60.01745962461808,2291
200,15,60,30,5,367.3212547417495,-56.26510748831498,62.424885118416405,2829
30,25,70,10,10,366.80248543810006,-46.6076401408311,60.84528020852728,5371
100,15,60,50,3,366.70409419030057,-60.82402671523034,62.119503945885,1774
200,10,70,20,3,366.6777388034502,-67.535641553778,61.44156752974108,1429
60,20,60,20,10,366.5368238319502,-45.89282679403981,62.54435770049681,5636
120,10,70,20,10,366.48261789025,-47.781255462168915,62.4943820224719,4450
50,10,60,30,10,366.4716462895999,-46.00972571664709,62.45014245014245,5265
60,20,70,15,5,366.2787941504501,-56.86202871472228,62.0580055621772,2517
30,15,80,20,10,365.90837325069987,-49.87318628560228,61.51368760064412,3726
50,10,60,20,10,365.85248246105,-46.60416919575616,62.46922931263018,5281
200,5,80,20,10,365.8226745537002,-44.192481479846904,60.97137901127494,3459
200,25,70,10,3,365.28228164865004,-68.26001971855821,61.51960784313726,1632
50,30,60,20,5,365.2478640367006,-57.47974439147845,62.16481360366253,3058
100,15,60,30,10,365.1268137755001,-51.09289197133141,62.59668508287292,5430
30,5,80,10,10,364.95816599550005,-45.14876238415329,59.17782026768642,4184
100,5,60,50,5,364.9385286843502,-50.21552248150961,62.361755262219056,2803
200,10,80,50,5,364.5660908669497,-61.86698331366001,61.559734513274336,1808
50,30,80,20,20,364.51542274780036,-36.23050390771819,60.87134662660475,7322
60,10,60,30,5,364.3717417286499,-51.37680439391218,62.4869746439736,2879
60,30,60,50,10,364.0952101589998,-47.850751679129324,62.22867885831482,5851
100,15,60,50,10,363.87599199109974,-51.09371450855779,62.61061946902655,5424
30,25,70,20,20,363.6482961444999,-34.6263479632001,61.26899431620462,8621
50,25,60,15,10,363.570094549201,-50.55662021173015,62.12977229926383,5841
30,10,80,50,20,363.5177715012505,-38.22114097985331,61.29084178335747,6213
100,5,60,15,3,362.97740035895066,-67.57572150595333,62.881355932203384,1770
60,10,60,20,5,362.79926625615025,-53.26039541500843,62.36149584487535,2888
50,15,70,15,5,362.3242774627998,-52.8094132208062,61.318858061922,2487
120,25,70,5,5,361.9930246199,-61.39244321715639,56.40608034744843,3684
100,15,60,30,3,361.82146679225013,-60.82514062558461,62.09223847019123,1778
120,30,80,10,10,361.80437236745047,-46.23912827787533,59.70505313381045,4611
30,20,80,10,20,361.5992819670007,-29.870704496245054,58.8242589606846,8063
50,10,60,30,5,361.42456783475023,-54.43515640031319,61.99300699300699,2860
100,5,70,20,10,361.3898360313,-51.909533553175535,61.63653222067686,4314
60,20,80,15,3,361.38928016110003,-60.26120097683927,60.49481245011972,1253
100,30,60,30,10,360.94953602145034,-50.879981219446094,62.80034572169404,5785
30,15,80,50,20,360.9234243781502,-35.05316777797472,61.352433764633396,6492
120,5,80,20,10,360.82437138075056,-43.119992731899366,61.24822695035461,3525
30,5,70,10,5,360.4952337632998,-54.71809993346574,61.71516079632465,2612
30,15,60,15,10,359.79034908299974,-46.60726079784089,62.224247948951685,5485
100,15,60,15,10,359.4276596653502,-52.69349458111831,62.54777070063694,5495
200,10,80,15,3,359.34201188335004,-66.94035510967481,61.354252683732454,1211
50,30,80,15,20,359.0764851358492,-34.13587511429325,60.37465851437492,7687
30,20,70,50,5,358.460203661,-49.69675066463564,62.05761316872428,2430
30,15,80,30,10,357.92215603375,-50.77965046964401,61.56830146855084,3609
60,25,70,30,10,357.4934035987002,-47.59261568764316,62.06969825754356,4706
50,30,60,20,10,357.42937650840025,-46.50104352728721,61.85444008863132,5867
200,30,60,50,3,357.3927106833499,-67.14906714010289,63.02895322939867,1796
120,20,80,10,10,357.1627620910999,-44.64129978050481,59.857587894971076,4494
30,20,70,15,10,356.55051853019984,-48.02911705679002,61.68049792531121,4820
50,30,70,15,10,356.4374783713502,-46.35585841857068,61.649899396378274,4970
60,25,70,50,10,355.99459379885036,-46.57587633200264,62.03368151780004,4691
30,25,80,50,10,355.8646976243998,-49.10112292550498,61.561318206374935,3702
60,20,60,50,10,355.6046520278501,-46.4842806656618,62.602495543672006,5610
50,15,80,20,20,355.30800391735033,-35.442769410613295,60.98283007696862,6756
