SMA,Buy,Sell,MaxPos,MaxHold,Return,MDD,WinRate,Trades
130,32,72,5,30,469.4893761995001,-44.048601089142565,61.43667296786389,1058
90,28,70,10,40,469.32601656539987,-48.769392633818114,62.93103448275862,2088
130,32,80,5,20,468.83403840715,-49.31991204387815,55.15210991167812,1019
150,32,80,5,25,468.26841920065,-48.1089958015871,59.0465872156013,923
50,20,72,3,10,468.0666893335997,-61.50382748513973,54.18326693227091,1004
90,32,74,7,30,465.4345249981998,-41.57048566674412,61.493836113125454,1379
110,30,74,3,30,465.20709889414985,-60.07056254927098,63.40640809443507,593
150,32,78,3,30,465.16933934009995,-55.22696698022093,61.25954198473282,524
130,28,76,5,40,465.04024997125003,-52.20742939317482,60.280373831775705,856
90,28,72,10,15,464.54718195534997,-35.89400115355027,58.70069605568445,2586
130,32,70,5,10,463.8482271598001,-45.32156874197733,54.47803764974329,1753
50,30,70,3,15,462.55905191599993,-53.149868321521666,60.206422018348626,872
90,28,72,7,20,461.50706860389994,-51.3232562936598,61.22202056866304,1653
90,28,72,10,40,461.31184601175,-44.91443887427099,62.29338842975206,1936
110,32,76,3,30,460.6824952437498,-60.76672879573247,61.15107913669065,556
90,28,72,5,25,459.6297991229499,-47.431973191298255,61.684782608695656,1104
130,32,70,3,40,458.16051096965003,-49.63703208426349,62.91793313069909,658
150,28,78,5,40,457.74917996265003,-53.37747861133405,60.594795539033456,807
50,26,80,3,15,457.5476605091999,-58.52248578465525,53.34242837653479,733
50,28,72,5,30,457.49758891805004,-47.30094296682286,61.33584195672624,1063
130,32,74,7,10,457.4840040233999,-43.885747331315216,53.347826086956516,2300
130,30,76,3,30,456.90611829194995,-59.9507726075723,60.68840579710145,552
30,24,78,3,40,456.33319344085004,-51.26886258382962,60.9504132231405,484
90,30,72,10,30,456.0601918445998,-45.604059169698935,61.255517410495344,2039
150,30,78,5,40,455.4433886919003,-57.881103862356845,59.87577639751552,805
90,30,70,3,15,455.41292996215,-59.16558150263563,58.46867749419954,862
90,28,72,10,25,454.99700010655005,-37.695131433793364,61.47348662599719,2131
150,26,76,3,40,454.83054489835,-69.99867840020183,59.3320235756385,509
90,30,74,7,30,454.81120284804985,-48.6429548954252,61.510263929618766,1364
130,32,74,7,40,453.99018814979996,-42.97297538548598,61.15830115830116,1295
30,28,78,3,15,453.7646898373999,-56.03673528315403,57.12435233160622,772
130,32,70,7,20,452.24281415384996,-39.353846067361694,60.42749855574813,1731
70,32,72,3,15,452.16266209970007,-54.31577936068256,57.756563245823386,838
30,30,70,3,20,451.8392226383505,-68.61897828888513,61.794871794871796,780
150,30,72,5,15,451.75438623764944,-47.366961880687015,57.9182156133829,1345
150,30,80,5,15,451.6419981011498,-42.844222245010855,54.273858921161825,1205
130,30,78,5,30,451.00740712934993,-53.589743312498875,59.97732426303855,882
130,30,78,3,15,450.4790658736999,-64.82685002061388,56.09103078982597,747
70,30,80,3,30,449.41167230929995,-58.78331012156905,57.42574257425742,505
90,26,70,10,40,448.6854617081996,-52.53079490051843,62.49391134924501,2053
70,28,72,5,40,448.4711787368001,-45.52979630864431,62.364532019704434,1015
130,32,76,7,30,448.0670560382001,-47.18841229300117,59.472049689441,1288
50,32,72,7,25,447.53534474535013,-38.128111647432554,62.205226258763545,1569
50,32,70,3,15,447.53224169269987,-55.0884654810728,60.430839002267575,882
30,30,72,3,40,444.82672323344997,-59.65182433208438,64.27457098283932,641
150,32,70,3,10,444.7414353144498,-53.07001448188162,54.468485418626535,1063
130,30,72,5,10,443.9426353311001,-54.095714939435666,52.66903914590747,1686
50,28,78,3,15,443.4518413494503,-59.7636964821793,53.98936170212766,752
50,24,78,3,10,443.26015920050025,-67.51821615308131,51.59301130524152,973
90,22,72,7,10,442.1614670527501,-59.19306302180457,53.506734788666975,2153
90,28,72,7,30,441.33925949670027,-43.800319864128866,62.293956043956044,1456
90,32,70,5,40,441.2586427125501,-49.15911724342647,61.969286359530265,1107
150,24,78,3,40,440.3778688742998,-55.41949934963447,59.538784067085956,477
50,26,70,3,30,440.2532702172998,-60.51243626175891,61.94690265486725,678
90,32,80,5,30,439.35326470275,-51.215332466318664,58.033573141486805,834
130,32,72,7,10,438.9651879588997,-45.72517263347751,52.98924731182796,2325
150,30,70,5,25,438.31483691784985,-41.53481033916896,62.0954003407155,1174
130,26,78,3,15,437.69043151815004,-56.65591970296201,55.751014884979696,739
130,30,76,5,30,436.9652752945001,-54.490848804610536,58.75402792696026,931
130,32,76,3,30,436.67821040854983,-58.899559733722676,60.72072072072072,555
130,24,80,3,25,436.1949365989498,-51.58110446618355,57.276119402985074,536
130,32,78,10,20,434.4371501036002,-39.80759079779968,58.06923451974646,2051
150,32,78,7,15,433.35628423424987,-43.03141544752974,54.71142520612485,1698
110,28,78,3,15,432.5100558694001,-52.3880599784603,56.760374832663985,747
110,32,80,3,25,432.1217388874001,-59.78331403234074,58.77034358047016,553
90,28,74,10,40,432.0625494103499,-40.51223747284651,62.95890410958904,1825
70,28,74,7,40,431.4109124371001,-41.70827300442112,61.568322981366464,1288
90,30,72,5,25,431.13531364065,-49.499420541243644,62.3550401427297,1121
70,28,72,3,40,430.93496586925016,-49.88539282415987,62.035541195476576,619
110,32,74,3,30,430.70799393320016,-59.920129100274266,63.31658291457286,597
110,32,74,3,25,429.51233620325,-54.00991155990904,63.35403726708074,644
90,32,78,10,10,429.2430177191,-45.65365636920468,51.79738562091504,3060
90,24,76,7,10,428.57165555594963,-60.23095636631022,52.113330236878774,2153
150,30,78,5,15,428.45495254324993,-51.38283080420065,55.11363636363637,1232
50,32,70,3,30,428.32768643925,-55.90812489254624,62.62626262626263,693
90,28,72,10,20,427.3962911698998,-47.160645701768075,60.30567685589519,2290
90,24,74,10,20,427.1990124876,-41.326053262867426,60.04716981132076,2120
70,32,70,3,15,426.8374201807002,-54.7440726251599,58.06451612903226,868
50,30,72,5,20,426.83455597294983,-51.19957357238209,59.63455149501661,1204
130,32,72,5,25,426.0554321704499,-44.225480858191034,60.74681238615665,1098
50,30,72,3,15,425.77912813750015,-63.34272582860131,58.29383886255924,844
50,28,74,7,10,425.71591051989975,-51.48002691108048,53.44376634699215,2294
30,32,72,5,30,424.8855233458003,-55.54859130913022,63.58695652173913,1104
110,30,76,3,30,424.1482273115002,-65.38930447856423,61.41304347826087,552
130,32,70,7,25,424.03924217994984,-37.55743924077217,61.33988936693301,1627
110,30,78,5,25,423.66953657035015,-46.63974067004749,58.76180482686254,953
50,22,74,3,10,422.7473709293998,-61.303712313781055,53.46038114343029,997
50,32,74,5,20,422.70959023289976,-49.92916179207803,59.88023952095808,1169
130,32,80,5,10,422.6311099987999,-59.148334560245175,50.0625,1600
130,28,72,7,20,422.48338502474996,-38.399565733197576,59.84009840098401,1626
110,30,72,7,20,422.3187241040997,-50.92244917714842,61.36638452237001,1654
150,32,80,5,10,421.1139967315998,-59.652271016361745,50.53291536050156,1595
150,30,74,3,20,420.3792801055001,-50.451405742922475,58.92597968069666,689
90,32,74,7,10,420.22334516845046,-41.21798860331196,52.74818917767362,2347
90,32,74,5,25,419.63298623664986,-49.328095738937314,61.016949152542374,1062
50,24,74,10,10,419.08242026180005,-36.70689455295019,52.71234832262669,2802
90,22,70,10,10,418.87803892705006,-49.05350375359331,54.90539593552908,2854
50,24,70,3,30,418.03029209835023,-62.04843145223633,62.882096069869,687
70,32,74,3,40,417.92109547794985,-76.18192053504366,62.45733788395904,586
130,30,76,3,10,416.78711787404995,-60.297302834466535,50.94715852442672,1003
90,32,72,10,25,416.7807576412501,-37.61303599962718,61.75663311985361,2186
50,24,70,3,15,416.5766860314501,-45.99582581632795,60.23391812865497,855
130,28,70,7,20,416.1693607189504,-37.7790388906741,60.634547591069335,1702
150,32,70,7,30,416.15443685555,-39.9010220968897,61.284046692607006,1542
110,32,72,10,40,415.3793448991503,-41.44419100878208,62.21881390593047,1956
110,32,70,5,25,414.5442528170503,-52.2950841569677,62.80642434488588,1183
150,32,78,5,30,413.7011132062001,-61.699450894077714,58.6483390607102,873
150,28,76,5,30,413.5840882084501,-61.36639942190162,58.29694323144105,916
90,32,72,5,25,413.3139116222005,-53.640143323505704,62.07513416815742,1118
70,28,74,5,40,412.75010118590006,-58.2522602431253,61.224489795918366,931
150,28,78,5,30,412.59589165024994,-64.4457377406066,58.82352941176471,867
90,22,70,7,10,411.41314616780005,-57.840563943443726,55.07510241238052,2197
70,24,80,3,10,409.23175392445,-59.73845959887303,50.4149377593361,964
90,26,70,5,10,409.19744223120034,-44.403534320663724,53.96270396270396,1716
130,28,76,3,20,408.7425677097001,-57.56701497571181,57.207890743550834,659
130,32,76,3,25,408.69354351229975,-58.684201715139615,58.4717607973422,602
150,22,76,3,10,408.58701996295014,-57.965038026439316,51.26315789473684,950
90,24,80,7,10,408.43203918730006,-63.766558608409305,50.12013455069678,2081
130,26,80,3,15,408.35528618575,-54.91933131710546,55.64853556485355,717
130,32,74,10,30,408.16801431454996,-41.797104478200445,61.37428422696512,1921
130,32,80,10,10,407.7996928681499,-54.99705074253464,50.08512087163772,2937
50,22,72,7,15,406.2933195157002,-37.05025049828325,58.36664762992576,1751
110,28,74,5,10,406.19997232179986,-57.14316635410287,53.18892900120337,1662
110,30,78,3,15,405.37878225179963,-55.614200673455905,56.35876840696118,747
70,30,72,3,40,403.51259203749964,-58.09191662570803,62.944983818770226,618
90,32,74,10,40,403.20428295855004,-41.416463332064005,61.772702555736814,1839
30,32,74,5,30,402.8637640571498,-54.519203117571614,62.69083969465649,1048
150,30,76,5,30,402.2223596702002,-57.91173407799174,58.69565217391305,920
50,24,76,5,10,402.15543778490013,-52.99517753587607,52.61519302615193,1606
130,30,72,3,10,402.1552930892999,-53.47325303581929,51.984511132623425,1033
30,24,74,5,30,402.0352304833499,-52.26171029506674,61.20959332638165,959
130,24,76,5,40,401.80147769974985,-41.77726923965947,59.371221281741235,827
150,32,74,5,15,401.6999583274998,-51.750154391983514,56.018518518518526,1296
130,28,74,7,30,401.4986368954,-56.03618622828699,60.89219330855019,1345
150,28,74,3,40,401.37387708480003,-67.63605447711649,60.320284697508896,562
110,28,74,3,30,399.83163328520004,-59.003010096034956,63.3276740237691,589
110,32,78,3,15,398.72433081095,-57.26568077358185,56.68449197860963,748
50,28,76,7,10,398.6530565671498,-47.21731989323835,52.37883503779458,2249
130,28,70,3,10,398.62394577674996,-46.057183335516186,53.510436432637576,1054
90,28,74,5,25,398.5992504717501,-55.06773065568969,60.86538461538461,1040
90,22,78,10,20,398.51175128705006,-46.093574981462865,57.99275737196068,1933
50,28,78,5,15,398.3905356294999,-51.1224973862525,54.516129032258064,1240
130,22,76,3,30,397.8700667775499,-58.32339469076982,58.550185873605955,538
130,28,76,3,25,397.0021060862501,-59.69491297055246,58.2089552238806,603
90,24,78,10,20,395.7807537444001,-39.79346303507482,57.745048247841545,1969
130,32,72,3,20,395.71316199120014,-49.81802964836255,59.41422594142259,717
50,32,74,3,40,395.2808603779,-67.16613842288372,62.129144851657934,573
150,28,74,3,10,394.54624049974984,-61.130822633403106,52.18687872763419,1006
90,28,74,5,15,393.86587730940005,-40.81300166067432,56.6947207345065,1307
130,22,76,5,30,392.98388288050035,-42.67806950357193,59.52649379932357,887
70,20,78,3,10,392.56015024239997,-63.62124447075554,52.79241306638567,949
50,32,76,7,20,392.39379142300004,-48.120654741986264,59.02061855670103,1552
30,30,74,3,30,392.23714910890004,-63.36399808622656,63.24921135646687,634
90,32,72,10,40,392.13857801385006,-41.459974336366514,62.29007633587786,1965
50,32,80,10,10,392.0889890660499,-50.84303705169345,50.17932833387675,3067
110,32,76,7,20,391.34158780649983,-45.52031775170734,58.81578947368421,1520
50,32,72,5,20,390.5137874118498,-49.93939878164173,59.78705978705978,1221
130,20,76,7,20,390.4611276491499,-41.62430652840119,58.45170454545454,1408
90,22,70,5,10,390.2399198646996,-54.39593435966378,53.920972644376896,1645
70,20,74,3,15,389.1512296558001,-62.70870919523972,57.48344370860927,755
50,24,70,7,10,388.9169926713,-43.42208881750238,55.213903743315505,2244
150,32,70,5,15,388.81468814344987,-41.1630428482495,58.13620071684588,1395
90,30,74,10,20,388.7615994486001,-47.899697384658644,59.87318840579711,2208
50,32,80,5,25,388.2487657386498,-56.221205650089146,57.92880258899677,927
50,24,72,10,10,387.35712445655,-34.577890173530406,53.77590446083597,2847
70,32,80,3,40,386.8328728134499,-69.04896541633711,60.04228329809725,473
130,26,76,3,10,386.83115356735016,-62.641527668459865,50.753768844221106,995
50,22,72,3,15,386.5752005943003,-58.92086746652784,58.323057953144264,811
130,28,72,10,30,386.14129516970036,-47.222526673840235,61.89283925888833,1997
90,30,70,5,25,385.75352184234964,-56.057055917372956,62.18487394957983,1190
50,24,72,7,15,385.5011597574003,-44.32086369713091,57.900614182021215,1791
90,30,74,10,40,385.3874798523999,-44.01852174158037,62.23433242506812,1835
130,32,72,10,10,385.1674115632504,-45.55386444778337,53.16415033729521,3113
50,32,76,7,40,385.10589244920016,-42.924999969192626,61.24899919935949,1249
130,32,76,7,40,384.97198598125004,-57.4639810158843,59.38792390405294,1209
110,32,80,5,25,384.87678795259967,-52.94865557483629,57.407407407407405,918
30,24,80,3,40,384.72075537200004,-50.17830850219719,61.283185840707965,452
110,32,76,3,25,384.5533364276005,-54.86727460725172,60.333333333333336,600
50,30,72,5,30,384.1935555633997,-47.87017815918016,60.724233983286915,1077
50,32,78,10,10,384.0905652243497,-42.39794143249559,51.22343850611719,3106
50,24,76,3,15,384.01865639434993,-53.97275380736352,56.068601583113455,758
110,28,70,3,20,383.86775489805007,-60.488309577275835,61.10381077529566,761
90,32,80,5,15,382.8376787188499,-58.6871657814793,52.78688524590164,1220
90,28,74,10,30,382.75241850225007,-40.41342868694952,62.03264876250658,1899
150,30,78,3,30,382.74726656995,-51.620743876843356,60.42065009560229,523
90,32,74,3,15,381.98129504704985,-50.402699397287485,57.64411027568922,798
90,28,72,5,40,381.93697307670027,-60.132424363802386,62.76067527308838,1007
90,24,76,10,20,381.9308952848,-42.529058146748085,58.091490408263645,2033
110,30,80,3,15,381.57867550640026,-61.371492624656895,55.11596180081856,733
70,24,70,3,15,381.2962507429999,-46.256598345095185,59.1764705882353,850
90,20,72,7,10,381.19757332149993,-55.43076682334556,53.2088122605364,2088
70,24,72,3,40,381.0137042450996,-60.94822482612042,62.27347611202636,607
130,32,72,7,40,380.30637825254985,-41.12861458390141,61.945636623748214,1398
90,28,72,7,40,379.94269263195025,-55.99205511534766,62.01438848920864,1390
90,24,74,7,10,379.87681114560024,-67.90735798374637,53.24200913242009,2190
130,22,72,7,20,379.7325975699505,-41.16560432508436,60.12903225806452,1550
130,24,72,7,10,379.40552286304967,-53.75963362118776,53.15813739050254,2169
130,32,74,5,30,379.0619666828502,-51.41554324730053,61.17886178861789,984
130,24,78,3,10,378.0390409906997,-49.19231614145027,48.75776397515528,966
30,30,80,3,20,377.7442617107001,-66.34587671759509,57.68621236133122,631
