SMA,Buy,Sell,Hold,Return,MDD,Win,Trades
50,20,60,5,10.699437760312836,-67.00222431703223,51.613756613756614,3780
200,35,60,5,10.66094679335543,-72.92954917338216,52.881546836868786,5327
120,30,75,5,9.991328109622287,-77.59126857911434,48.533691515558544,4467
20,10,60,20,9.75766010906196,-7.359259678807978,70.0,30
20,10,65,5,9.726111304788777,-4.712563694388714,60.0,30
20,10,70,5,8.912895311611146,-5.026684739002536,60.0,30
120,35,65,5,8.587702039882995,-77.56942018066422,51.507439310884884,5108
20,10,60,10,8.413473992039489,-5.824175636176366,63.33333333333333,30
200,30,60,5,8.37668110189429,-72.12666487729813,52.4031007751938,5160
20,10,75,5,8.066899029385866,-5.028415727313932,60.0,30
20,10,80,5,7.375239116856713,-5.028415727313932,56.666666666666664,30
120,25,75,5,7.111347419311054,-75.41326756773404,48.59901106663527,4247
20,10,60,5,6.395089156248246,-4.797155193104912,56.666666666666664,30
200,10,70,5,4.778764718793815,-61.33144654513997,48.07032590051458,2332
200,15,60,5,4.721900022081349,-67.53309904822265,51.0590228748941,3541
50,35,70,5,4.204842872629366,-71.71516155696519,48.94715111478117,4844
120,15,70,5,3.838581093683824,-71.33817854762141,48.81693648816937,3212
200,20,75,5,2.863247093348442,-81.18483059421173,47.7769210999743,3891
120,35,75,5,0.30014991892099996,-79.99946989704043,48.617208077260756,4556
20,5,75,20,0.0,0.0,0.0,0
20,5,65,40,0.0,0.0,0.0,0
20,5,75,5,0.0,0.0,0.0,0
20,5,75,10,0.0,0.0,0.0,0
20,5,70,20,0.0,0.0,0.0,0
20,5,70,40,0.0,0.0,0.0,0
20,5,80,5,0.0,0.0,0.0,0
20,5,65,20,0.0,0.0,0.0,0
20,5,75,40,0.0,0.0,0.0,0
20,5,80,10,0.0,0.0,0.0,0
20,5,70,5,0.0,0.0,0.0,0
20,5,70,10,0.0,0.0,0.0,0
20,5,80,20,0.0,0.0,0.0,0
20,5,80,40,0.0,0.0,0.0,0
20,5,65,10,0.0,0.0,0.0,0
20,5,65,5,0.0,0.0,0.0,0
20,5,60,5,0.0,0.0,0.0,0
20,5,60,20,0.0,0.0,0.0,0
20,5,60,40,0.0,0.0,0.0,0
20,5,60,10,0.0,0.0,0.0,0
120,20,75,5,-3.3270717935458882,-76.66767982670007,48.36448598130841,3852
20,30,60,5,-6.8968723621621315,-78.31218979575101,52.8478731074261,4161
200,25,60,5,-9.751485497239932,-77.7121316275578,52.06270627062707,4848
200,15,80,5,-9.9032134739112,-75.30436931459681,47.74273345701917,3234
100,15,65,5,-11.163333164250677,-75.96017049185019,48.60807006568658,3197
100,15,75,5,-12.118830710710105,-77.14336115393165,47.16796875,3072
100,20,60,5,-15.58821509274293,-79.26843897868014,51.310147689375896,4198
100,20,80,5,-16.474309769905148,-83.41752056539845,46.782044348296374,3698
200,20,65,5,-16.833633934033454,-80.41237042041148,49.96403740110285,4171
200,20,60,10,-17.333883059015733,-64.12697189301235,58.20071451770055,3079
200,15,75,5,-17.781838489843505,-77.33042771540045,47.93814432989691,3298
120,20,70,5,-20.308767784799,-77.0273064934806,49.094567404426556,3976
100,15,80,5,-20.450932273669164,-76.03309043994308,46.65784248841827,3022
200,15,65,5,-21.075775709912527,-75.1685966167489,49.53703703703704,3456
200,20,60,5,-22.2147238227251,-80.73192561567606,51.66858457997699,4345
100,15,70,5,-22.80873322144049,-78.40225499933922,47.555129434324066,3129
20,35,65,5,-24.054795371113137,-70.21393886360961,51.23572170301143,4815
120,20,65,5,-30.096764494582263,-79.51511230142708,50.2786527744124,4127
100,20,75,5,-32.62619410904536,-82.6535927142409,47.444678609062166,3796
200,20,70,5,-33.5374169201649,-80.8431015712192,48.24320956890107,4013
100,20,65,5,-42.43504393579547,-82.58714487247933,49.308641975308646,4050
100,20,70,5,-43.78616349999548,-82.75631978042026,48.1368044920878,3918
20,35,60,5,-44.16795300104147,-77.33383484851964,53.40459224069676,5052
200,15,70,5,-44.70809323983049,-78.78360873091927,48.2174688057041,3366
