BuyDate,SellDate,Name,Ticker,BuyPrice,SellPrice,Shares,PnL_Amount,PnL_Pct,HoldingDays,BuyRSI,SellRSI
2006-08-24,2006-08-28,제우스,079370.KQ,1035.3651123046875,1203.53369140625,34172,5576418.581044659,15.743173777939592,4,25.090567550068727,74.5167651604841
2010-11-18,2010-12-29,동국제약,086450.KQ,1423.98095703125,1654.6668701171875,60770,13602521.884114191,15.700983736423066,41,31.581576405950614,94.73167938754328
2025-07-04,2025-07-28,비에이치아이,083650.KQ,36950.0,42900.0,96966,559723871.835,15.604172927790685,24,18.254138242800693,74.10319221253927
2020-02-17,2020-02-18,씨젠,096530.KQ,13121.5830078125,15219.3232421875,34162,69509747.50031018,15.488773849373944,1,30.403063596914947,76.64650526462574
2007-12-11,2007-12-13,제주반도체,080220.KQ,4760.0,5520.0,12054,8885461.452,15.46830388750416,2,25.93278585732334,92.11483672173499
2005-12-28,2006-01-02,안랩,053800.KQ,20381.2265625,23633.548828125,1996,6296258.599833988,15.459397056684457,5,29.44838913618412,82.08497487022383
2019-04-22,2019-04-30,에이비엘바이오,298380.KQ,29150.0,33800.0,14817,66824781.1275,15.453951797628267,8,22.703259238986618,71.2674710744904
2009-02-04,2009-02-10,LS마린솔루션,060370.KQ,640.66015625,742.438720703125,69567,6866480.178835288,15.388774240845699,6,28.074530626754097,83.17543978177514
2015-07-22,2015-08-03,제주반도체,080220.KQ,7330.0,8490.0,44484,50036804.26800001,15.327898155865642,12,21.86946099253278,80.27097271740962
2019-01-21,2019-02-27,웹젠,069080.KQ,17437.091796875,20175.90625,23223,61661888.25154543,15.20986264451607,37,27.47706735518865,84.21483615401208
2006-01-02,2006-01-11,시노펙스,025320.KQ,1942.75244140625,2247.74365234375,21728,6424462.3191,15.201989160457899,9,34.202664201388316,86.87410715364061
2015-07-15,2015-07-22,티씨케이,064760.KQ,20338.404296875,23527.05078125,15220,47047259.00617385,15.181114155142339,7,32.081803563507734,76.34148766207498
