number,value,datetime_start,datetime_complete,duration,params_buy_threshold,params_loss_cooldown_days,params_max_holding_days,params_rsi_window,params_sell_threshold,params_sma_window,state
659,7800.394649930773,2026-01-07 11:39:38.022784,2026-01-07 11:42:28.772397,0 days 00:02:50.749613,35,35,105,3,61,105,COMPLETE
660,5766.975089008362,2026-01-07 11:39:38.458620,2026-01-07 11:42:35.117687,0 days 00:02:56.659067,35,80,72,3,61,105,COMPLETE
661,5766.975089008362,2026-01-07 11:39:48.986333,2026-01-07 11:42:43.113021,0 days 00:02:54.126688,35,80,72,3,61,105,COMPLETE
662,10088.293792824596,2026-01-07 11:39:54.259124,2026-01-07 11:42:42.060979,0 days 00:02:47.801855,35,90,75,3,61,105,COMPLETE
663,10088.293792824596,2026-01-07 11:39:57.729191,2026-01-07 11:42:50.383371,0 days 00:02:52.654180,35,90,75,3,61,105,COMPLETE
664,10088.293792824596,2026-01-07 11:39:59.776677,2026-01-07 11:42:50.168515,0 days 00:02:50.391838,35,90,81,3,61,105,COMPLETE
665,10210.157595045412,2026-01-07 11:39:59.794246,2026-01-07 11:42:56.419894,0 days 00:02:56.625648,35,30,75,3,61,105,COMPLETE
666,9596.455805616062,2026-01-07 11:40:00.747595,2026-01-07 11:42:59.321533,0 days 00:02:58.573938,35,25,81,3,61,105,COMPLETE
667,9596.455805616062,2026-01-07 11:40:20.775841,2026-01-07 11:43:18.442191,0 days 00:02:57.666350,35,25,81,3,61,105,COMPLETE
668,9596.455805616062,2026-01-07 11:40:24.218482,2026-01-07 11:43:21.881549,0 days 00:02:57.663067,35,25,75,3,61,105,COMPLETE
669,641.1690993933935,2026-01-07 11:40:25.576389,2026-01-07 11:43:54.177386,0 days 00:03:28.600997,21,90,89,8,61,105,COMPLETE
670,9596.455805616062,2026-01-07 11:40:34.258022,2026-01-07 11:43:28.943646,0 days 00:02:54.685624,35,25,71,3,61,105,COMPLETE
671,9596.455805616062,2026-01-07 11:40:36.042295,2026-01-07 11:43:28.651195,0 days 00:02:52.608900,35,25,75,3,61,105,COMPLETE
672,4559.91998272255,2026-01-07 11:40:41.107424,2026-01-07 11:43:38.317105,0 days 00:02:57.209681,22,90,81,3,61,105,COMPLETE
673,10088.293792824596,2026-01-07 11:40:48.270189,2026-01-07 11:43:36.645993,0 days 00:02:48.375804,35,90,71,3,61,105,COMPLETE
674,9596.455805616062,2026-01-07 11:40:48.807337,2026-01-07 11:43:46.094007,0 days 00:02:57.286670,35,25,71,3,61,105,COMPLETE
675,9199.766111847706,2026-01-07 11:40:54.059631,2026-01-07 11:43:49.733358,0 days 00:02:55.673727,35,90,71,3,61,100,COMPLETE
676,10088.293792824596,2026-01-07 11:40:56.935955,2026-01-07 11:43:50.346724,0 days 00:02:53.410769,35,90,86,3,61,105,COMPLETE
677,10088.293792824596,2026-01-07 11:40:58.721398,2026-01-07 11:43:49.712655,0 days 00:02:50.991257,35,90,105,3,61,105,COMPLETE
678,9199.766111847706,2026-01-07 11:40:58.981710,2026-01-07 11:43:50.293472,0 days 00:02:51.311762,35,90,72,3,61,100,COMPLETE
679,5766.975089008362,2026-01-07 11:41:03.686401,2026-01-07 11:43:57.282894,0 days 00:02:53.596493,35,80,71,3,61,105,COMPLETE
680,9596.455805616062,2026-01-07 11:41:10.392552,2026-01-07 11:44:07.481825,0 days 00:02:57.089273,35,25,105,3,61,105,COMPLETE
681,8484.58321431025,2026-01-07 11:41:43.415020,2026-01-07 11:44:33.576667,0 days 00:02:50.161647,35,80,105,3,61,100,COMPLETE
682,4305.256849798461,2026-01-07 11:41:43.658776,2026-01-07 11:44:36.623656,0 days 00:02:52.964880,35,25,105,3,61,50,COMPLETE
683,9199.766111847706,2026-01-07 11:42:06.237659,2026-01-07 11:45:00.583767,0 days 00:02:54.346108,35,90,71,3,61,100,COMPLETE
684,8588.584811495342,2026-01-07 11:42:09.119139,2026-01-07 11:44:51.948347,0 days 00:02:42.829208,35,25,89,3,61,100,COMPLETE
685,6134.610569810117,2026-01-07 11:42:13.307126,2026-01-07 11:45:00.320547,0 days 00:02:47.013421,35,90,71,3,61,50,COMPLETE
686,8484.58321431025,2026-01-07 11:42:19.806437,2026-01-07 11:45:08.354921,0 days 00:02:48.548484,35,80,105,3,61,100,COMPLETE
687,8484.58321431025,2026-01-07 11:42:23.398201,2026-01-07 11:45:04.398453,0 days 00:02:41.000252,35,80,71,3,61,100,COMPLETE
688,9199.766111847706,2026-01-07 11:42:24.005050,2026-01-07 11:45:05.988590,0 days 00:02:41.983540,35,90,86,3,61,100,COMPLETE
689,8484.58321431025,2026-01-07 11:42:24.997268,2026-01-07 11:45:15.054197,0 days 00:02:50.056929,35,80,71,3,61,100,COMPLETE
690,7897.471689588249,2026-01-07 11:42:27.705111,2026-01-07 11:45:13.681694,0 days 00:02:45.976583,35,95,86,3,61,100,COMPLETE
691,8360.510958880765,2026-01-07 11:42:28.915251,2026-01-07 11:45:16.490249,0 days 00:02:47.574998,35,90,71,3,61,60,COMPLETE
692,9236.330106804744,2026-01-07 11:42:35.314985,2026-01-07 11:45:24.591946,0 days 00:02:49.276961,35,50,86,3,61,100,COMPLETE
693,8588.584811495342,2026-01-07 11:42:42.443353,2026-01-07 11:45:32.116519,0 days 00:02:49.673166,35,25,71,3,61,100,COMPLETE
694,5092.63162285018,2026-01-07 11:42:43.557634,2026-01-07 11:45:47.395667,0 days 00:03:03.838033,35,25,89,8,61,50,COMPLETE
695,8588.584811495342,2026-01-07 11:42:50.267507,2026-01-07 11:45:36.992841,0 days 00:02:46.725334,35,25,105,3,61,100,COMPLETE
696,8588.584811495342,2026-01-07 11:42:50.699995,2026-01-07 11:45:39.686817,0 days 00:02:48.986822,35,25,71,3,61,100,COMPLETE
697,7532.050911797993,2026-01-07 11:42:56.460858,2026-01-07 11:45:51.399065,0 days 00:02:54.938207,35,25,86,3,60,100,COMPLETE
698,7532.050911797993,2026-01-07 11:42:59.499490,2026-01-07 11:45:48.593640,0 days 00:02:49.094150,35,25,86,3,60,100,COMPLETE
699,11032.435413930156,2026-01-07 11:43:18.495657,2026-01-07 11:46:09.847664,0 days 00:02:51.352007,35,25,86,3,60,65,COMPLETE
700,8212.920849802365,2026-01-07 11:43:22.201422,2026-01-07 11:46:17.551878,0 days 00:02:55.350456,35,30,90,3,60,100,COMPLETE
701,12116.33494177388,2026-01-07 11:43:28.727001,2026-01-07 11:46:18.887350,0 days 00:02:50.160349,35,30,86,3,60,65,COMPLETE
702,7171.484941334992,2026-01-07 11:43:29.316313,2026-01-07 11:46:23.465318,0 days 00:02:54.149005,34,30,87,4,60,65,COMPLETE
703,1477.9741084572197,2026-01-07 11:43:36.807000,2026-01-07 11:46:27.065133,0 days 00:02:50.258133,35,30,90,4,60,40,COMPLETE
704,7162.708445244238,2026-01-07 11:43:38.399978,2026-01-07 11:46:29.747055,0 days 00:02:51.347077,34,30,86,4,60,65,COMPLETE
705,3663.649397274905,2026-01-07 11:43:46.230207,2026-01-07 11:46:34.469713,0 days 00:02:48.239506,34,30,89,4,60,100,COMPLETE
706,6395.804929153583,2026-01-07 11:43:49.734084,2026-01-07 11:46:38.210962,0 days 00:02:48.476878,34,55,86,4,60,100,COMPLETE
707,3526.609544535278,2026-01-07 11:43:49.868255,2026-01-07 11:46:33.562814,0 days 00:02:43.694559,34,30,87,4,60,100,COMPLETE
708,7171.484941334992,2026-01-07 11:43:50.325022,2026-01-07 11:46:38.837471,0 days 00:02:48.512449,34,30,87,4,60,65,COMPLETE
709,3089.595191078345,2026-01-07 11:43:50.455231,2026-01-07 11:46:33.931906,0 days 00:02:43.476675,34,30,89,4,60,75,COMPLETE
710,4685.371364052211,2026-01-07 11:43:54.198820,2026-01-07 11:46:42.376972,0 days 00:02:48.178152,34,55,110,4,60,60,COMPLETE
711,8059.898946188801,2026-01-07 11:43:57.325623,2026-01-07 11:46:44.487231,0 days 00:02:47.161608,34,20,86,4,60,65,COMPLETE
712,2059.449135517222,2026-01-07 11:44:07.612151,2026-01-07 11:46:51.547368,0 days 00:02:43.935217,34,55,86,4,60,75,COMPLETE
713,6395.804929153583,2026-01-07 11:44:33.640697,2026-01-07 11:47:17.069498,0 days 00:02:43.428801,34,55,86,4,60,100,COMPLETE
714,2213.1893251234105,2026-01-07 11:44:36.689248,2026-01-07 11:47:13.793018,0 days 00:02:37.103770,34,50,90,4,60,75,COMPLETE
715,4724.36404809185,2026-01-07 11:44:52.310853,2026-01-07 11:47:35.432915,0 days 00:02:43.122062,34,50,87,4,60,65,COMPLETE
716,3921.414048389873,2026-01-07 11:45:00.479195,2026-01-07 11:47:44.748993,0 days 00:02:44.269798,34,30,87,4,60,95,COMPLETE
717,3069.7113278750876,2026-01-07 11:45:01.243388,2026-01-07 11:47:46.193758,0 days 00:02:44.950370,34,30,87,4,60,75,COMPLETE
718,2059.449135517222,2026-01-07 11:45:04.667702,2026-01-07 11:47:38.130629,0 days 00:02:33.462927,34,55,86,4,60,75,COMPLETE
719,3094.0451211381182,2026-01-07 11:45:06.090353,2026-01-07 11:47:50.345404,0 days 00:02:44.255051,34,30,90,4,60,75,COMPLETE
720,3069.7113278750876,2026-01-07 11:45:08.573220,2026-01-07 11:47:50.571801,0 days 00:02:41.998581,34,30,87,4,60,75,COMPLETE
721,3094.0451211381182,2026-01-07 11:45:13.987001,2026-01-07 11:47:54.646034,0 days 00:02:40.659033,34,30,90,4,60,75,COMPLETE
722,3081.515314766862,2026-01-07 11:45:15.181592,2026-01-07 11:47:56.846614,0 days 00:02:41.665022,34,30,91,4,60,75,COMPLETE
723,3094.0451211381182,2026-01-07 11:45:16.966619,2026-01-07 11:47:56.372021,0 days 00:02:39.405402,34,30,90,4,60,75,COMPLETE
724,1352.064809725407,2026-01-07 11:45:24.679633,2026-01-07 11:47:41.169776,0 days 00:02:16.490143,34,30,90,4,75,95,COMPLETE
725,3083.363502684661,2026-01-07 11:45:32.263144,2026-01-07 11:48:17.693495,0 days 00:02:45.430351,34,30,92,4,60,75,COMPLETE
726,3004.2356912380283,2026-01-07 11:45:37.338486,2026-01-07 11:48:10.379889,0 days 00:02:33.041403,34,30,110,4,60,75,COMPLETE
727,4300.3238007473055,2026-01-07 11:45:39.717356,2026-01-07 11:48:17.031396,0 days 00:02:37.314040,34,55,90,4,60,65,COMPLETE
728,3081.515314766862,2026-01-07 11:45:47.540713,2026-01-07 11:48:25.289454,0 days 00:02:37.748741,34,30,91,4,60,75,COMPLETE
729,6196.4698995813,2026-01-07 11:45:48.621275,2026-01-07 11:48:25.780750,0 days 00:02:37.159475,32,30,99,4,60,65,COMPLETE
730,1909.0958544285254,2026-01-07 11:45:51.571456,2026-01-07 11:48:08.658368,0 days 00:02:17.086912,34,30,110,4,75,75,COMPLETE
731,3083.363502684661,2026-01-07 11:46:09.923251,2026-01-07 11:48:51.213559,0 days 00:02:41.290308,34,30,92,4,60,75,COMPLETE
732,3081.515314766862,2026-01-07 11:46:17.823799,2026-01-07 11:48:59.097673,0 days 00:02:41.273874,34,30,91,4,60,75,COMPLETE
733,1462.6763795822615,2026-01-07 11:46:19.045909,2026-01-07 11:49:05.378360,0 days 00:02:46.332451,32,20,99,4,60,75,COMPLETE
734,5221.667844658329,2026-01-07 11:46:23.539147,2026-01-07 11:48:55.180002,0 days 00:02:31.640855,32,55,110,4,63,75,COMPLETE
735,4842.836206455879,2026-01-07 11:46:27.110456,2026-01-07 11:49:02.287817,0 days 00:02:35.177361,34,20,99,4,63,75,COMPLETE
736,5351.695012709215,2026-01-07 11:46:29.781616,2026-01-07 11:49:01.277497,0 days 00:02:31.495881,34,20,98,4,63,95,COMPLETE
737,5182.660396971631,2026-01-07 11:46:33.640560,2026-01-07 11:49:10.943814,0 days 00:02:37.303254,34,20,110,4,63,75,COMPLETE
738,4927.584569786139,2026-01-07 11:46:33.951411,2026-01-07 11:49:07.811517,0 days 00:02:33.860106,32,20,69,4,63,75,COMPLETE
739,5351.695012709215,2026-01-07 11:46:34.483538,2026-01-07 11:49:08.676760,0 days 00:02:34.193222,34,20,98,4,63,95,COMPLETE
740,4842.836206455879,2026-01-07 11:46:38.314521,2026-01-07 11:49:12.081610,0 days 00:02:33.767089,34,20,99,4,63,75,COMPLETE
741,5358.382712073593,2026-01-07 11:46:38.941566,2026-01-07 11:49:14.316125,0 days 00:02:35.374559,32,20,110,4,63,75,COMPLETE
742,5127.300978709377,2026-01-07 11:46:42.405488,2026-01-07 11:49:14.238288,0 days 00:02:31.832800,36,20,69,4,63,75,COMPLETE
743,2257.0316407129267,2026-01-07 11:46:44.495374,2026-01-07 11:49:16.280767,0 days 00:02:31.785393,36,145,99,4,63,75,COMPLETE
744,6918.5117957403345,2026-01-07 11:46:51.699858,2026-01-07 11:49:23.720824,0 days 00:02:32.020966,32,20,98,4,63,95,COMPLETE
745,6901.043146223126,2026-01-07 11:47:13.843829,2026-01-07 11:49:43.532698,0 days 00:02:29.688869,32,20,99,4,63,95,COMPLETE
746,13275.23254356735,2026-01-07 11:47:17.096350,2026-01-07 11:49:49.975633,0 days 00:02:32.879283,36,45,68,3,63,95,COMPLETE
747,10853.038818591167,2026-01-07 11:47:35.597554,2026-01-07 11:50:22.844656,0 days 00:02:47.247102,36,20,99,3,63,95,COMPLETE
748,29.615520977963072,2026-01-07 11:47:38.254031,2026-01-07 11:51:05.917775,0 days 00:03:27.663744,32,20,99,15,63,95,COMPLETE
749,10853.038818591167,2026-01-07 11:47:41.274062,2026-01-07 11:50:25.912994,0 days 00:02:44.638932,36,20,92,3,63,95,COMPLETE
750,8162.791559386659,2026-01-07 11:47:44.906075,2026-01-07 11:50:18.120765,0 days 00:02:33.214690,36,20,98,3,63,110,COMPLETE
751,10853.038818591167,2026-01-07 11:47:46.412638,2026-01-07 11:50:31.560782,0 days 00:02:45.148144,36,20,98,3,63,95,COMPLETE
752,10853.038818591167,2026-01-07 11:47:50.435132,2026-01-07 11:50:24.198266,0 days 00:02:33.763134,36,20,98,3,63,95,COMPLETE
753,8162.791559386659,2026-01-07 11:47:50.665192,2026-01-07 11:50:29.285833,0 days 00:02:38.620641,36,20,100,3,63,110,COMPLETE
754,8162.791559386659,2026-01-07 11:47:54.702592,2026-01-07 11:50:37.867477,0 days 00:02:43.164885,36,20,99,3,63,110,COMPLETE
755,8162.791559386659,2026-01-07 11:47:56.500782,2026-01-07 11:50:37.461153,0 days 00:02:40.960371,36,20,73,3,63,110,COMPLETE
756,9710.969577820431,2026-01-07 11:47:56.870355,2026-01-07 11:50:42.288273,0 days 00:02:45.417918,32,45,99,3,63,95,COMPLETE
757,4756.6368710017,2026-01-07 11:48:08.730961,2026-01-07 11:50:56.096300,0 days 00:02:47.365339,36,20,99,3,63,180,COMPLETE
758,10853.038818591167,2026-01-07 11:48:10.493401,2026-01-07 11:50:54.625439,0 days 00:02:44.132038,36,20,98,3,63,95,COMPLETE
759,6502.729966710411,2026-01-07 11:48:17.184559,2026-01-07 11:50:53.715418,0 days 00:02:36.530859,36,145,99,3,63,110,COMPLETE
760,8162.791559386659,2026-01-07 11:48:17.746231,2026-01-07 11:50:56.913736,0 days 00:02:39.167505,36,20,98,3,63,110,COMPLETE
761,8046.442484708091,2026-01-07 11:48:25.591570,2026-01-07 11:51:23.523236,0 days 00:02:57.931666,25,20,100,3,63,90,COMPLETE
762,8162.791559386659,2026-01-07 11:48:25.900676,2026-01-07 11:51:09.331529,0 days 00:02:43.430853,36,20,100,3,63,110,COMPLETE
763,8162.791559386659,2026-01-07 11:48:51.320273,2026-01-07 11:51:41.157365,0 days 00:02:49.837092,36,20,98,3,63,110,COMPLETE
764,4741.636585293773,2026-01-07 11:48:55.307574,2026-01-07 11:51:51.598510,0 days 00:02:56.290936,25,20,99,3,63,110,COMPLETE
765,6150.006803259396,2026-01-07 11:48:59.263037,2026-01-07 11:51:54.768979,0 days 00:02:55.505942,28,20,97,3,63,95,COMPLETE
766,8162.791559386659,2026-01-07 11:49:01.347894,2026-01-07 11:51:48.612223,0 days 00:02:47.264329,36,20,68,3,63,110,COMPLETE
767,5670.353173189948,2026-01-07 11:49:02.488900,2026-01-07 11:51:41.317348,0 days 00:02:38.828448,36,150,69,3,63,110,COMPLETE
768,8162.791559386659,2026-01-07 11:49:05.761281,2026-01-07 11:51:55.304885,0 days 00:02:49.543604,36,20,69,3,63,110,COMPLETE
769,8162.791559386659,2026-01-07 11:49:08.157382,2026-01-07 11:51:57.755987,0 days 00:02:49.598605,36,20,68,3,63,110,COMPLETE
770,10820.602864090431,2026-01-07 11:49:08.770986,2026-01-07 11:52:00.557062,0 days 00:02:51.786076,36,20,68,3,62,110,COMPLETE
771,15035.471930498792,2026-01-07 11:49:10.981068,2026-01-07 11:52:01.202665,0 days 00:02:50.221597,36,70,74,3,62,110,COMPLETE
772,11665.477628764003,2026-01-07 11:49:12.111315,2026-01-07 11:52:05.247018,0 days 00:02:53.135703,36,45,74,3,62,90,COMPLETE
773,11008.832581206476,2026-01-07 11:49:14.284976,2026-01-07 11:52:05.363414,0 days 00:02:51.078438,36,20,74,3,62,90,COMPLETE
774,10782.715422661367,2026-01-07 11:49:14.388879,2026-01-07 11:52:03.553122,0 days 00:02:49.164243,36,45,73,3,62,110,COMPLETE
775,10782.715422661367,2026-01-07 11:49:16.446496,2026-01-07 11:52:09.214715,0 days 00:02:52.768219,36,45,74,3,62,110,COMPLETE
776,501.13090966074066,2026-01-07 11:49:23.811848,2026-01-07 11:52:32.912819,0 days 00:03:09.100971,36,40,74,15,62,110,COMPLETE
777,15035.471930498792,2026-01-07 11:49:44.223948,2026-01-07 11:52:26.201431,0 days 00:02:41.977483,36,70,68,3,62,110,COMPLETE
778,11120.422076340798,2026-01-07 11:49:50.088168,2026-01-07 11:52:38.973025,0 days 00:02:48.884857,36,40,73,3,62,110,COMPLETE
779,10107.583386789218,2026-01-07 11:50:18.518258,2026-01-07 11:53:09.917612,0 days 00:02:51.399354,36,75,74,3,62,90,COMPLETE
780,11120.422076340798,2026-01-07 11:50:22.973645,2026-01-07 11:53:08.127044,0 days 00:02:45.153399,36,40,74,3,62,110,COMPLETE
781,15035.471930498792,2026-01-07 11:50:24.894029,2026-01-07 11:53:09.794700,0 days 00:02:44.900671,36,70,74,3,62,110,COMPLETE
782,10782.715422661367,2026-01-07 11:50:25.998441,2026-01-07 11:53:09.969628,0 days 00:02:43.971187,36,45,74,3,62,110,COMPLETE
783,5984.090372049898,2026-01-07 11:50:29.392977,2026-01-07 11:53:12.086174,0 days 00:02:42.693197,36,45,73,3,62,85,COMPLETE
784,11665.477628764003,2026-01-07 11:50:31.683321,2026-01-07 11:53:15.621015,0 days 00:02:43.937694,36,45,73,3,62,90,COMPLETE
785,12073.776999389622,2026-01-07 11:50:37.705164,2026-01-07 11:53:25.776860,0 days 00:02:48.071696,36,40,76,3,62,90,COMPLETE
786,11665.477628764003,2026-01-07 11:50:37.977887,2026-01-07 11:53:30.727226,0 days 00:02:52.749339,36,45,74,3,62,90,COMPLETE
787,12073.776999389622,2026-01-07 11:50:42.336386,2026-01-07 11:53:28.883367,0 days 00:02:46.546981,36,40,74,3,62,90,COMPLETE
788,12073.776999389622,2026-01-07 11:50:53.937288,2026-01-07 11:53:46.275547,0 days 00:02:52.338259,36,40,68,3,62,90,COMPLETE
789,12411.338946546526,2026-01-07 11:50:54.739165,2026-01-07 11:53:52.573746,0 days 00:02:57.834581,35,40,74,3,62,90,COMPLETE
790,12411.338946546526,2026-01-07 11:50:56.262099,2026-01-07 11:53:49.638893,0 days 00:02:53.376794,35,40,77,3,62,90,COMPLETE
791,9494.268639389764,2026-01-07 11:50:57.006729,2026-01-07 11:53:45.304513,0 days 00:02:48.297784,35,125,74,3,62,85,COMPLETE
792,12411.338946546526,2026-01-07 11:51:06.049934,2026-01-07 11:53:56.482776,0 days 00:02:50.432842,35,40,74,3,62,90,COMPLETE
793,7140.034685496577,2026-01-07 11:51:09.604729,2026-01-07 11:54:06.839028,0 days 00:02:57.234299,35,40,77,3,62,85,COMPLETE
794,6322.204196157337,2026-01-07 11:51:23.690164,2026-01-07 11:54:11.273155,0 days 00:02:47.582991,35,160,77,3,62,85,COMPLETE
795,9551.160266992363,2026-01-07 11:51:41.349866,2026-01-07 11:54:31.484420,0 days 00:02:50.134554,35,65,77,3,62,85,COMPLETE
796,2113.7785510716017,2026-01-07 11:51:41.488449,2026-01-07 11:54:30.254417,0 days 00:02:48.765968,28,180,76,3,62,85,COMPLETE
797,7533.502624673191,2026-01-07 11:51:48.699395,2026-01-07 11:54:31.695247,0 days 00:02:42.995852,35,70,76,3,62,85,COMPLETE
798,7533.502624673191,2026-01-07 11:51:51.714143,2026-01-07 11:54:40.862640,0 days 00:02:49.148497,35,70,73,3,62,85,COMPLETE
799,53.648562084788765,2026-01-07 11:51:54.926384,2026-01-07 11:55:11.002979,0 days 00:03:16.076595,35,40,77,17,62,85,COMPLETE
800,8004.88422546566,2026-01-07 11:51:55.352309,2026-01-07 11:54:47.046298,0 days 00:02:51.693989,35,75,74,3,62,85,COMPLETE
801,7140.034685496577,2026-01-07 11:51:57.887707,2026-01-07 11:54:47.034890,0 days 00:02:49.147183,35,40,76,3,62,85,COMPLETE
802,7344.408626213344,2026-01-07 11:52:00.645157,2026-01-07 11:54:47.395049,0 days 00:02:46.749892,29,65,77,3,62,85,COMPLETE
803,1094.5792522204974,2026-01-07 11:52:01.241167,2026-01-07 11:54:49.681739,0 days 00:02:48.440572,35,40,74,9,62,85,COMPLETE
804,7533.502624673191,2026-01-07 11:52:03.637403,2026-01-07 11:54:45.910741,0 days 00:02:42.273338,35,70,77,3,62,85,COMPLETE
805,7533.502624673191,2026-01-07 11:52:05.294837,2026-01-07 11:54:50.170273,0 days 00:02:44.875436,35,70,75,3,62,85,COMPLETE
806,8004.88422546566,2026-01-07 11:52:05.418990,2026-01-07 11:54:54.111157,0 days 00:02:48.692167,35,75,79,3,62,85,COMPLETE
807,7140.034685496577,2026-01-07 11:52:09.277530,2026-01-07 11:54:54.215038,0 days 00:02:44.937508,35,40,77,3,62,85,COMPLETE
808,7140.034685496577,2026-01-07 11:52:26.236966,2026-01-07 11:55:25.170498,0 days 00:02:58.933532,35,40,77,3,62,85,COMPLETE
809,6707.14521834386,2026-01-07 11:52:33.007394,2026-01-07 11:55:19.594370,0 days 00:02:46.586976,37,70,76,3,62,85,COMPLETE
810,6707.14521834386,2026-01-07 11:52:39.487894,2026-01-07 11:55:27.439519,0 days 00:02:47.951625,37,70,77,3,62,85,COMPLETE
811,6626.383704894726,2026-01-07 11:53:08.421227,2026-01-07 11:55:53.313002,0 days 00:02:44.891775,37,75,76,3,62,85,COMPLETE
812,10551.709922581336,2026-01-07 11:53:09.918263,2026-01-07 11:55:38.106892,0 days 00:02:28.188629,37,70,106,3,62,115,COMPLETE
813,7164.632009093831,2026-01-07 11:53:09.970241,2026-01-07 11:55:51.419973,0 days 00:02:41.449732,37,75,79,3,62,115,COMPLETE
814,10551.709922581336,2026-01-07 11:53:10.005092,2026-01-07 11:55:53.345067,0 days 00:02:43.339975,37,70,77,3,62,115,COMPLETE
815,7533.502624673191,2026-01-07 11:53:12.150987,2026-01-07 11:55:54.507134,0 days 00:02:42.356147,35,70,76,3,62,85,COMPLETE
816,8945.810846019864,2026-01-07 11:53:15.864642,2026-01-07 11:56:02.256098,0 days 00:02:46.391456,35,65,77,3,62,115,COMPLETE
817,358.7014336895403,2026-01-07 11:53:25.845546,2026-01-07 11:55:59.511746,0 days 00:02:33.666200,37,60,78,9,62,115,COMPLETE
818,8787.32938000923,2026-01-07 11:53:29.021009,2026-01-07 11:56:08.786994,0 days 00:02:39.765985,37,65,76,3,62,115,COMPLETE
819,6707.14521834386,2026-01-07 11:53:30.751250,2026-01-07 11:56:18.371855,0 days 00:02:47.620605,37,70,106,3,62,85,COMPLETE
820,13611.57426391939,2026-01-07 11:53:45.379990,2026-01-07 11:56:33.991368,0 days 00:02:48.611378,37,60,107,3,62,115,COMPLETE
821,8945.810846019864,2026-01-07 11:53:46.350464,2026-01-07 11:56:27.981039,0 days 00:02:41.630575,35,65,78,3,62,115,COMPLETE
822,7164.632009093831,2026-01-07 11:53:49.999925,2026-01-07 11:56:32.890877,0 days 00:02:42.890952,37,75,106,3,62,115,COMPLETE
823,10551.709922581336,2026-01-07 11:53:52.655717,2026-01-07 11:56:45.767148,0 days 00:02:53.111431,37,70,78,3,62,115,COMPLETE
824,10551.709922581336,2026-01-07 11:53:56.798333,2026-01-07 11:56:38.686678,0 days 00:02:41.888345,37,70,78,3,62,115,COMPLETE
825,6275.696714628231,2026-01-07 11:54:06.942874,2026-01-07 11:56:51.622151,0 days 00:02:44.679277,31,75,76,3,62,115,COMPLETE
826,10551.709922581336,2026-01-07 11:54:11.339251,2026-01-07 11:56:50.792257,0 days 00:02:39.453006,37,70,106,3,62,115,COMPLETE
827,10551.709922581336,2026-01-07 11:54:30.414960,2026-01-07 11:57:12.192099,0 days 00:02:41.777139,37,70,106,3,62,115,COMPLETE
828,8338.91466665811,2026-01-07 11:54:31.576812,2026-01-07 11:57:14.280618,0 days 00:02:42.703806,37,65,104,3,61,85,COMPLETE
829,10551.709922581336,2026-01-07 11:54:31.764217,2026-01-07 11:57:17.226846,0 days 00:02:45.462629,37,70,107,3,62,115,COMPLETE
830,7374.768369220385,2026-01-07 11:54:40.921768,2026-01-07 11:57:26.037949,0 days 00:02:45.116181,35,75,106,3,61,115,COMPLETE
831,3021.9424738646803,2026-01-07 11:54:46.041878,2026-01-07 11:57:17.716077,0 days 00:02:31.674199,37,65,106,3,76,85,COMPLETE
832,10952.988444726014,2026-01-07 11:54:47.089130,2026-01-07 11:57:24.596679,0 days 00:02:37.507549,37,65,107,3,61,115,COMPLETE
833,10952.988444726014,2026-01-07 11:54:47.121139,2026-01-07 11:57:31.334980,0 days 00:02:44.213841,37,65,106,3,61,115,COMPLETE
834,13757.570265358865,2026-01-07 11:54:47.496771,2026-01-07 11:57:31.340822,0 days 00:02:43.844051,37,70,71,3,61,95,COMPLETE
835,11351.186377138463,2026-01-07 11:54:49.717469,2026-01-07 11:57:32.306628,0 days 00:02:42.589159,37,70,105,3,61,115,COMPLETE
836,8892.831702443294,2026-01-07 11:54:50.222580,2026-01-07 11:57:30.818550,0 days 00:02:40.595970,37,75,106,3,61,115,COMPLETE
837,1056.5900639177487,2026-01-07 11:54:54.195463,2026-01-07 11:57:38.372121,0 days 00:02:44.176658,37,70,107,14,61,115,COMPLETE
838,10952.988444726014,2026-01-07 11:54:54.226101,2026-01-07 11:57:37.276690,0 days 00:02:43.050589,37,65,105,3,61,115,COMPLETE
839,10952.988444726014,2026-01-07 11:55:11.069489,2026-01-07 11:57:47.346496,0 days 00:02:36.277007,37,65,106,3,61,115,COMPLETE
840,2063.9887390236927,2026-01-07 11:55:19.777304,2026-01-07 11:57:52.266151,0 days 00:02:32.488847,37,75,106,7,61,115,COMPLETE
841,1232.8149487847093,2026-01-07 11:55:25.465026,2026-01-07 11:58:11.448542,0 days 00:02:45.983516,37,65,105,14,61,115,COMPLETE
842,13282.116711582981,2026-01-07 11:55:27.505725,2026-01-07 11:58:12.274087,0 days 00:02:44.768362,37,75,106,3,61,95,COMPLETE
843,10799.95873349106,2026-01-07 11:55:38.134158,2026-01-07 11:58:24.227173,0 days 00:02:46.093015,37,60,105,3,61,115,COMPLETE
844,2314.87076476719,2026-01-07 11:55:51.698503,2026-01-07 11:58:22.040579,0 days 00:02:30.342076,37,65,104,7,61,115,COMPLETE
845,2693.158144675966,2026-01-07 11:55:53.443388,2026-01-07 11:58:17.044589,0 days 00:02:23.601201,37,75,106,3,76,115,COMPLETE
